"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" но отч ,илишер итсач В";"в";"В части решили, что он ";"в";" ";"бегах. ";"Владимир Маканин. Кавказский пленный (1995)";"Владимир Маканин";"1937";"Кавказский пленный";"1995";"художественная";"рассказ";"";"Проза новой России: В 4 т. Т. 2";"2003";"книга";"омонимия снята вручную";"1019";"8564";"н-возраст";"н-уровень";"большая";"В части решили, что он в бегах. ";"935:30:5"
" еола И  еклокувд ан тязову алеТ";"в";"Тела увозят на двуколке  И алое ";"в";" ";"бегах,   Торопится, течет, спешит рекою до";"В. О. Авченко. Примечания к книге «Фадеев» (2017)";"В. О. Авченко";"1980";"Примечания к книге «Фадеев»";"2017";"публицистика | нехудожественная";"комментарий";"частная жизнь";"Авченко В. О. Фадеев";"2017";"книга";"омонимия не снята";"1101";"11793";"н-возраст";"н-уровень";"большая";"Тела увозят на двуколке  И алое в бегах,   Торопится, течет, спешит рекою до зареза,   Железо и железо!  ";"24749:289:6"
" алоп огоксжум шуд нетос йониволоп с";"в";"с половиной сотен душ мужского пола ";"в";" ";"бегах. ";"М. Б. Бару. Самовар лоцмана Воронина. Окончание // «Волга», 2016";"М. Б. Бару";"1958";"Самовар лоцмана Воронина. Окончание";"2016";"публицистика | нехудожественная";"очерк";"искусство и культура | история | путешествия";"«Волга»";"2016";"журнал";"омонимия не снята";"1023";"15881";"н-возраст";"н-уровень";"большая";"Уже в шестидесятые годы семнадцатого века в тех местах числилось около трех с половиной сотен душ мужского пола в бегах. ";"62184:559:18"
" лидоворп инд есв Я";"в";"Я все дни проводил ";"в";" ";"бегах и разъездах. ";"Андрей Клепаков. Опекун // «Волга», 2016";"Андрей Клепаков";"1955";"Опекун";"2016";"художественная";"повесть";"";"«Волга»";"2016";"журнал";"омонимия не снята";"5371";"34988";"н-возраст";"н-уровень";"большая";"Я все дни проводил в бегах и разъездах. ";"62224:1244:4"
"« лыб нисО йиксечитаркомед ― огокснесензоВ имаварп имиксротва";"в";"авторскими правами Вознесенского ― демократический Осин был «";"в";" ";"бегах».)  ";"И. Н. Вирабов. Андрей Вознесенский (2015)";"И. Н. Вирабов";"1959";"Андрей Вознесенский";"2015";"публицистика | нехудожественная";"монография";"искусство и культура | частная жизнь";"И. Н. Вирабов. Андрей Вознесенский";"2015";"книга";"омонимия не снята";"20293";"222730";"н-возраст";"н-уровень";"большая";"Что касается отношений с авторскими правами Вознесенского ― демократический Осин был «в бегах».)  ";"24609:15652:10"
" ьрепет и монодрок аз алилапс от-йокак";"в";"какой-то спалила за кордоном и теперь ";"в";" ";"бегах. ";"Г. С. Зеленина. Куриная Слепота и ее обитательницы // «Волга», 2014";"Г. С. Зеленина";"1978";"Куриная Слепота и ее обитательницы";"2014";"художественная";"повесть";"";"«Волга»";"2014";"журнал";"омонимия не снята";"1742";"25042";"н-возраст";"н-уровень";"большая";"Да потому что Вичка твоя ― поганка, кормит тебя своими шизофреническими байками, а на самом деле торчит тут, потому что музей какой-то спалила за кордоном и теперь в бегах. ";"62072:1127:26"
" ястидохан ноеЛ йынтсачсен отч ,яаверзодоп ,онжомзов";"в";"возможно, подозревая, что несчастный Леон находится ";"в";" ";"бегах по окончании неудачной интрижки с";"Дина Рубина. Русская канарейка. Блудный сын (2014)";"Дина Рубина";"1953";"Русская канарейка. Блудный сын";"2014";"художественная";"роман";"";"Д. И. Рубина. Русская канарейка. Блудный сын";"2015";"книга";"омонимия не снята";"7268";"96826";"н-возраст";"н-уровень";"очень большая";"При виде ее исхудалого лица, нервно жестикулирующих рук, всклокоченной головы люди недоумевали и отводили глаза ― возможно, подозревая, что несчастный Леон находится в бегах по окончании неудачной интрижки с этой ободранной кошкой. ";"23794:5377:21"
"";"В";"";"В";" ";"бегах уже второй месяц. ";"Андрей Битов. Что-то с любовью… // «Октябрь», 2013";"Андрей Битов";"1937";"Что-то с любовью…";"2013";"художественная";"повесть";"";"«Октябрь»";"2013";"журнал";"омонимия не снята";"3404";"25007";"н-возраст";"н-уровень";"большая";"В бегах уже второй месяц. ";"60818:3015:0"
" аубаЧ отч ,иланз мадоР и чивеьдакрА";"в";"Аркадьевич и Родам знали, что Чабуа ";"в";" ";"бегах, что он объявлен во всесоюзный";"Борис Мессерер. Промельк Беллы. Главы из книги // «Октябрь», 2013";"Борис Мессерер";"1933";"Промельк Беллы. Главы из книги";"2013";"публицистика | нехудожественная";"мемуары";"";"«Октябрь»";"2013";"журнал";"омонимия не снята";"1580";"20117";"н-возраст";"н-уровень";"большая";"Михаил Аркадьевич и Родам знали, что Чабуа в бегах, что он объявлен во всесоюзный розыск, но о приезде его не догадывались. ";"60679:716:7"
" лыб ибиждэримА аубаЧ адгок ,инемерв о";"в";"о времени, когда Чабуа Амирэджиби был ";"в";" ";"бегах. ";"Борис Мессерер. Промельк Беллы. Главы из книги // «Октябрь», 2013";"Борис Мессерер";"1933";"Промельк Беллы. Главы из книги";"2013";"публицистика | нехудожественная";"мемуары";"";"«Октябрь»";"2013";"журнал";"омонимия не снята";"1580";"20117";"н-возраст";"н-уровень";"большая";"Так Белла рассказывала о времени, когда Чабуа Амирэджиби был в бегах. ";"60679:736:9"
"« немсензиБ";"в";"Бизнесмен «";"в";" ";"бегах». ";"Вадим Муратханов. Драки и подвиги // «Октябрь», 2013";"Вадим Муратханов";"1974";"Драки и подвиги";"2013";"публицистика | нехудожественная";"обзор";"искусство и культура";"«Октябрь»";"2013";"журнал";"омонимия не снята";"84";"1082";"н-возраст";"н-уровень";"большая";"Бизнесмен «в бегах». ";"60703:16:1"
" но илсе ,как А";"в";"А как, если он ";"в";" ";"бегах?  ";"Виктор Ремизов. Воля вольная // «Новый мир», 2013";"Виктор Ремизов";"1958";"Воля вольная";"2013";"художественная";"роман";"";"«Новый мир»";"2013";"журнал";"омонимия не снята";"7704";"69799";"н-возраст";"н-уровень";"большая";"А как, если он в бегах?  ";"23786:4411:4"
" ,тяровог ,йикставхимеС";"в";"Семихватский, говорят, ";"в";" ";"бегах!  ";"Виктор Ремизов. Воля вольная // «Новый мир», 2013";"Виктор Ремизов";"1958";"Воля вольная";"2013";"художественная";"роман";"";"«Новый мир»";"2013";"журнал";"омонимия не снята";"7704";"69799";"н-возраст";"н-уровень";"большая";"Семихватский, говорят, в бегах!  ";"23786:4787:2"
" или ,мотсера доп или »кешумереЧ хывоН";"в";"Новых Черемушек» или под арестом, или ";"в";" ";"бегах. ";"Передел именем Бирюлево // «Русский репортер», 2013";"коллективный";"";"Передел именем Бирюлево";"2013";"публицистика | нехудожественная";"статья";"администрация и управление | бизнес, коммерция, экономика, финансы | криминал";"«Русский репортер»";"2013";"журнал";"омонимия не снята";"311";"4014";"н-возраст";"н-уровень";"большая";"Со временем братья выстроили целый вертикально интегрированный холдинг «Новые Черемушки», куда кроме нескольких рынков вошли две агрофирмы в Московской области, банк и транспортная компания, в настоящее время все собственники «Новых Черемушек» или под арестом, или в бегах. ";"54964:257:35"
" котсордоп йынчулопогалбен — кидЭ ,тел-ьтяп-суним";"в";"минус-пять-лет, Эдик — неблагополучный подросток ";"в";" ";"бегах, новобрачные — два влюбленных восьмиклассника, мы";"Екатерина Завершнева. Высотка (2012)";"Екатерина Завершнева";"1971";"Высотка";"2012";"художественная";"роман";"";"Е. Завершнева. Высотка";"2012";"книга";"омонимия не снята";"12704";"135113";"н-возраст";"н-уровень";"большая";"Гарик моет кан, Маринка развешивает Антошины носки; на снимках всем минус-пять-лет, Эдик — неблагополучный подросток в бегах, новобрачные — два влюбленных восьмиклассника, мы с Гариком на общем фоне старые перечницы… ";"24683:10634:16"
" ьнзиж юсВ";"в";"Всю жизнь ";"в";" ";"бегах… ― говорит Балан. ";"В. В. Лорченков. Бездна (2012) // «Волга», 2013";"В. В. Лорченков";"1979";"Бездна";"2012";"художественная";"сценарий";"";"«Волга»";"2013";"журнал";"омонимия не снята";"4530";"38695";"н-возраст";"н-уровень";"большая";"Всю жизнь в бегах… ― говорит Балан. ";"61989:3992:2"
" лыб но адгок ,ьрепет окьлот и";"в";"и только теперь, когда он был ";"в";" ";"бегах и нетях, когда каждую минуту";"Алексей Макушинский. Город в долине (2012)";"Алексей Макушинский";"1960";"Город в долине";"2012";"художественная";"роман";"";"Алексей Макушинский. Город в долине";"2013";"книга";"омонимия не снята";"4652";"114180";"н-возраст";"н-уровень";"большая";"Вот именно и только теперь, когда он был в бегах и нетях, когда каждую минуту могли прийти за ним, и он понимал это, он чувствовал себя дома, в покое и безопасности, слушая эти отданные его grande-mère Вере Филаретовне на сохранение и в наследство семейные предания ― для него, для него-то и отданные, для вот этого вечера, этих сумерек, этого дня ― предания не всегда достоверные, легенды сомнительные ― grande-mère, что признавала и Вера Филаретовна, была не лгунья, но выдумщица, и фантазия у нее была бурная ― эти семейные и сомнительные легенды, уводившие от деда к прадеду, человеку уже совсем другой эпохи, конечно, un homme de 1812, de 1825, и затем еще дальше, еще и еще, в восемнадцатый век и в семнадцатый. ";"23292:4122:8"
" ьрепет ,гнатхаВ ,йишвыб ёе жуМ";"в";"Муж её бывший, Вахтанг, теперь ";"в";" ";"бегах. ";"Аркадий Мацанов. Бабник // «Ковчег», 2012";"Аркадий Мацанов";"1934";"Бабник";"2012";"художественная";"роман";"";"«Ковчег»";"2012";"журнал";"омонимия не снята";"7707";"55416";"н-возраст";"н-уровень";"большая";"Муж её бывший, Вахтанг, теперь в бегах. ";"60282:4135:5"
" оньлавкуб ьсилидохан ылокш йонвохуд йокссур йони";"в";"иной русской духовной школы находились буквально ";"в";" ";"бегах, не желая возвращаться в эти";"А. И. Осипов. Задачи духовного образования (1992-2012)";"А. И. Осипов";"1938";"Задачи духовного образования";"1992-2012";"публицистика";"статья";"религия";"";"";"электронное издание";"омонимия не снята";"105";"2141";"н-возраст";"н-уровень";"большая";"Поэтому совсем не случайно доходило порой до того, что, как свидетельствуют исторические источники, до половины учащихся той или иной русской духовной школы находились буквально в бегах, не желая возвращаться в эти «проклятые серимарии». ";"51380:83:24"
" ястилсич .г 1371 с отч ,ясланзирп";"в";"признался, что с 1731 г. числится ";"в";" ";"бегах!  ";"Анатолий Уткин. Феномен личности Ломоносова // «Наука в России», 2011";"Анатолий Уткин";"1944";"Феномен личности Ломоносова";"2011";"публицистика | нехудожественная";"биография";"история | частная жизнь";"«Наука в России»";"2011";"журнал";"омонимия не снята";"125";"2776";"н-возраст";"н-уровень";"большая";"Он не стал отпираться и, более того, честно признался, что с 1731 г. числится в бегах!  ";"38496:54:14"
" нагроМ игурпуС мьлиф тнарГ юьХ а";"в";"а Хью Грант фильм Супруги Морган ";"в";" ";"бегах. ";"Форум: Комментарии к передаче «ПрожекторПерисХилтон» (2009-2011)";"коллективный";"";"Форум: Комментарии к передаче «ПрожекторПерисХилтон»";"2009-2011";"электронная коммуникация | нехудожественная";"форум";"досуг, зрелища и развлечения | политика и общественная жизнь";"Интернет";"";"электронный текст";"омонимия не снята";"545";"6287";"н-возраст";"н-уровень";"большая";"[xAllalone] Так, Микки Рурк пиарил Рестлера, а Хью Грант фильм Супруги Морган в бегах. ";"25232:484:11"
" вотиднаб ялД";"в";"Для бандитов ";"в";" ";"бегах, значит, можешь в лепешку расшибиться";"Наталья Александрова. Последний ученик да Винчи (2010)";"Наталья Александрова";"";"Последний ученик да Винчи";"2010";"художественная";"роман";"";"Н. Н. Александрова. Последний ученик да Винчи";"2010";"книга";"омонимия не снята";"6586";"70797";"н-возраст";"н-уровень";"большая";"Для бандитов в бегах, значит, можешь в лепешку расшибиться, а для подруги ― слабо?  ";"22497:1999:2"
" еьняачто акоп ,ьрепеТ";"в";"Теперь, пока отчаянье ";"в";" ";"бегах, скорей уснуть, тесней, поуютнее сжавшись";"Валерий Володин. Повесть врЕменных лет // «Волга», 2009";"Валерий Володин";"1956";"Повесть врЕменных лет";"2009";"художественная";"повесть";"";"«Волга»";"2009";"журнал";"омонимия не снята";"4685";"60009";"н-возраст";"н-уровень";"большая";"Теперь, пока отчаянье в бегах, скорей уснуть, тесней, поуютнее сжавшись в мысли, въединившись в них беззазорно, тщательно подоткнув их, как края одеяла, со всех сторон, чтоб ниоткуда не дуло. ";"61597:4619:3"
" ьтавовтсачу яатичопдерп ,илялватсыв ен яиназятсос ан";"в";"на состязания не выставляли, предпочитая участвовать ";"в";" ";"бегах на «приличных» ипподромах Москвы и";"В. Н. Семенов, Н. Н. Семенов. Лошади в старом Саратове. Главы из книги // «Волга», 2009";"В. Н. Семенов | Н. Н. Семенов";"1937|1930";"Лошади в старом Саратове. Главы из книги";"2009";"публицистика | нехудожественная";"монография";"история | транспорт";"«Волга»";"2009";"журнал";"омонимия не снята";"347";"5876";"н-возраст";"н-уровень";"большая";"В Саратове братья Рейнеке купленного рысака на состязания не выставляли, предпочитая участвовать в бегах на «приличных» ипподромах Москвы и Петербурга. ";"61547:277:12"
" еитсачу ьтянирп умещюалеЖ";"в";"Желающему принять участие ";"в";" ";"бегах туристу понадобятся лишь какой-нибудь сумасшедший";"Мозаика // «Знание - сила», 2009";"обобщенный";"";"Мозаика";"2009";"публицистика | нехудожественная";"заметка";"путешествия | природа | искусство и культура";"«Знание - сила»";"2009";"журнал";"омонимия не снята";"62";"849";"н-возраст";"н-уровень";"большая";"Желающему принять участие в бегах туристу понадобятся лишь какой-нибудь сумасшедший костюм да подходящая команда. ";"41301:24:3"
" тел ьтацдантяП";"в";"Пятнадцать лет ";"в";" ";"бегах!  ";"Дина Рубина. Белая голубка Кордовы (2008-2009)";"Дина Рубина";"1953";"Белая голубка Кордовы";"2008-2009";"художественная";"роман";"";"Дина Рубина. Белая голубка Кордовы";"2009";"книга";"омонимия не снята";"9458";"124191";"н-возраст";"н-уровень";"большая";"Пятнадцать лет в бегах!  ";"23791:7073:2"
" авонс но отч ,олидохыВ";"в";"Выходило, что он снова ";"в";" ";"бегах, и бега эти грозили затянуться";"Андрей Геласимов. Разгуляевка (2008)";"Андрей Геласимов";"1966";"Разгуляевка";"2008";"художественная";"повесть";"";"А. Геласимов. Степные боги";"2008";"книга";"омонимия не снята";"1508";"17179";"н-возраст";"н-уровень";"большая";"Выходило, что он снова в бегах, и бега эти грозили затянуться надолго. ";"22745:1456:4"
" и йежартс доп ырорукорП";"в";"Прокуроры под стражей и ";"в";" ";"бегах. ";"С. Н. Есин. Дневник (2008)";"С. Н. Есин";"1935";"Дневник";"2008";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | политика и общественная жизнь | искусство и культура";"Есин С. Н. Дневник (2008). М., Академика, 2015";"2015";"книга";"омонимия не снята";"15162";"194782";"н-возраст";"н-уровень";"личная";"Прокуроры под стражей и в бегах. ";"20295:6484:4"
" нидо ,йоктешер аз кеволеч ьтацданнидО";"в";"Одиннадцать человек за решеткой, один ";"в";" ";"бегах, шестеро под подпиской о невыезде";"С. Н. Есин. Дневник (2008)";"С. Н. Есин";"1935";"Дневник";"2008";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | политика и общественная жизнь | искусство и культура";"Есин С. Н. Дневник (2008). М., Академика, 2015";"2015";"книга";"омонимия не снята";"15162";"194782";"н-возраст";"н-уровень";"личная";"Одиннадцать человек за решеткой, один в бегах, шестеро под подпиской о невыезде ― таков расклад на сегодняшний день в деле о прокурорско-милицейской банде, которая специализировалась на воровстве в особо крупных размерах». ";"20295:6487:5"
" илыб йомоТ с ым акоп ,ямерв";"в";"время, пока мы с Томой были ";"в";" ";"бегах, тесть мой существенно изменился. ";"Олег Зайончковский. Счастье возможно: роман нашего времени (2008)";"Олег Зайончковский";"1959";"Счастье возможно: роман нашего времени";"2008";"художественная";"роман";"";"О. Зайончковский. Счастье возможно: роман нашего времени";"2009";"книга";"омонимия не снята";"4960";"58642";"н-возраст";"н-уровень";"большая";"И надо сказать, что за то время, пока мы с Томой были в бегах, тесть мой существенно изменился. ";"24673:3442:12"
" или ,емьрют в или но ― ,ьшеепсу";"в";"успеешь, ― он или в тюрьме, или ";"в";" ";"бегах, или в гробу. ";"М. К. Кантор. Медленные челюсти демократии (2008)";"М. К. Кантор";"1957";"Медленные челюсти демократии";"2008";"публицистика | нехудожественная";"эссе";"искусство и культура | политика и общественная жизнь";"М. К. Кантор, «Медленные челюсти демократии»";"2008";"книга";"омонимия не снята";"11732";"182796";"н-возраст";"н-уровень";"большая";"Оглянуться не успеешь, ― он или в тюрьме, или в бегах, или в гробу. ";"22980:2925:8"
" ыбад :ьтивабод угом ,лавызакссар енм но";"в";"он мне рассказывал, могу добавить: дабы ";"в";" ";"бегах обрести неуловимость, назвался другим именем";"С. Б. Рассадин. Книга прощаний. Воспоминания о друзьях и не только о них (2004-2008)";"С. Б. Рассадин";"1935";"Книга прощаний. Воспоминания о друзьях и не только о них";"2004-2008";"публицистика";"мемуары";"искусство и культура | частная жизнь | администрация и управление";"Рассадин С. Б. Книга прощаний. Воспоминания. М.: Текст, 2009";"2009";"книга";"омонимия не снята";"8476";"115953";"н-возраст";"н-уровень";"большая";"Из того, что он мне рассказывал, могу добавить: дабы в бегах обрести неуловимость, назвался другим именем ― был Лев Евгеньевич Самсонов, стал Владимиром Емельяновичем Максимовым. ";"23776:4503:9"
" и кеволеч хикьлоксен цеибу ьтсе йес";"в";"сей есть убиец нескольких человек и ";"в";" ";"бегах от роду своего находящийся»). ";"Д. И. Саврасов. Дело о редкостях, или первопроходцы (2003-2008)";"Д. И. Саврасов";"1931";"Дело о редкостях, или первопроходцы";"2003-2008";"публицистика";"очерк";"путешествия";"Д. И. Саврасов. Мои алмазные радости и тревоги";"2011";"книга";"омонимия не снята";"266";"5183";"н-возраст";"н-уровень";"большая";"На реке Чона землепроходцы Попова встретили 25 июля «два семейства кочевых тунгусов: Долбыгу Моггина и Сирьбульча Сиргучина»  (о последнем в скобках делается примечание, что «сей есть убиец нескольких человек и в бегах от роду своего находящийся»). ";"23890:141:30"
" теавыб ыджандо ьтох йикссур йыджаК";"в";"Каждый русский хоть однажды бывает ";"в";" ";"бегах, ― сказал Проханов и просветлел. ";"Л. А. Данилкин. Человек с яйцом. Жизнь и мнения Александра Проханова (2007)";"Л. А. Данилкин";"1974";"Человек с яйцом. Жизнь и мнения Александра Проханова";"2007";"публицистика | нехудожественная";"биография";"политика и общественная жизнь | искусство и культура";"Л. А. Данилкин, «Человек с яйцом. Жизнь и мнения Александра Проханова»";"2007";"книга";"омонимия не снята";"8893";"157886";"н-возраст";"н-уровень";"большая";"Каждый русский хоть однажды бывает в бегах, ― сказал Проханов и просветлел. ";"22482:6585:5"
"";"В";"";"В";" ";"бегах созданы все мифы и лучшие";"Л. А. Данилкин. Человек с яйцом. Жизнь и мнения Александра Проханова (2007)";"Л. А. Данилкин";"1974";"Человек с яйцом. Жизнь и мнения Александра Проханова";"2007";"публицистика | нехудожественная";"биография";"политика и общественная жизнь | искусство и культура";"Л. А. Данилкин, «Человек с яйцом. Жизнь и мнения Александра Проханова»";"2007";"книга";"омонимия не снята";"8893";"157886";"н-возраст";"н-уровень";"большая";"В бегах созданы все мифы и лучшие идеи, выковалась душа народа». ";"22482:6588:0"
" лыб роп хет С";"в";"С тех пор был ";"в";" ";"бегах. ";"Александр Иличевский. Матисс // «Новый Мир», 2007";"Александр Иличевский";"1970";"Матисс";"2007";"художественная";"роман";"";"«Новый Мир»";"2007";"журнал";"омонимия не снята";"5330";"68315";"н-возраст";"н-уровень";"большая";"С тех пор был в бегах. ";"22910:2985:4"
" разаН отч ,лищбоос и ьлывоК лажзеаз";"в";"заезжал Ковыль и сообщил, что Назар ";"в";" ";"бегах. ";"Евгений Сухов. Делу конец ― сроку начало (2007)";"Евгений Сухов";"1959";"Делу конец ― сроку начало";"2007";"художественная";"роман";"";"Е. Е. Сухов. Делу конец ― сроку начало";"2007";"книга";"омонимия не снята";"12195";"128064";"н-возраст";"н-уровень";"большая";"Не далее как вчера вечером к нему на дачу заезжал Ковыль и сообщил, что Назар в бегах. ";"22507:6085:15"
" ьнед ьсев ежу артваз }}ome/{{( :}}ome{{ угом ен";"в";"не могу {{emo}}: ({{/emo}} завтра уже весь день ";"в";" ";"бегах будет ";"ICQ-переписка Sonya и Grdym (не хочешь завтра?) (2006-2007)";"";"";"ICQ-переписка Sonya и Grdym (не хочешь завтра?)";"2006-2007";"электронная коммуникация | нехудожественная";"интернет-пейджер";"частная жизнь | досуг, зрелища и развлечения";"";"";"электронный текст";"омонимия не снята";"420";"2427";"н-возраст";"н-уровень";"личная";"[Grdym] ой, ты знаешь, завтра я не могу {{emo}}: ({{/emo}} завтра уже весь день в бегах будет ";"25071:242:11"
" окьлот йевтаМ";"в";"Матвей только ";"в";" ";"бегах пока. ";"Захар Прилепин. Санькя (2006)";"Захар Прилепин";"1975";"Санькя";"2006";"художественная";"роман";"";"Захар Прилепин. Санькя";"2006";"книга";"омонимия не снята";"8542";"76700";"н-возраст";"н-уровень";"большая";"Матвей только в бегах пока. ";"23700:4175:2"
" ,иинангзи в ,ииссоР то иладв ежу";"в";"уже вдали от России, в изгнании, ";"в";" ";"бегах. ";"А. Е. Рекемчук. Мамонты (2006)";"А. Е. Рекемчук";"1927";"Мамонты";"2006";"художественная";"роман";"";"Рекемчук А. Е. Мамонты. М.: МИК, 2006";"2006";"книга";"омонимия не снята";"11514";"163049";"н-возраст";"н-уровень";"большая";"Они представляли собою первое поколение русской эмиграции, появившееся на свет уже вдали от России, в изгнании, в бегах. ";"23785:6350:16"
" от-едг или но сачйеС";"в";"Сейчас он или где-то ";"в";" ";"бегах, или как раз занимается опасной";"Александр Иличевский. Ай-Петри (2005) // «Октябрь», 2006";"Александр Иличевский";"1970";"Ай-Петри";"2005";"художественная";"повесть";"";"«Октябрь»";"2006";"журнал";"омонимия не снята";"1637";"21047";"н-возраст";"н-уровень";"большая";"Сейчас он или где-то в бегах, или как раз занимается опасной добычей денег для пластической операции. ";"22901:1088:4"
" но ьрепеТ";"в";"Теперь он ";"в";" ";"бегах. ";"Андрей Рубанов. Сажайте, и вырастет (2005)";"Андрей Рубанов";"1969";"Сажайте, и вырастет";"2005";"художественная";"роман";"";"А. В. Рубанов. «Сажайте, и вырастет»";"2006";"книга";"омонимия не снята";"15394";"124045";"н-возраст";"н-уровень";"большая";"Теперь он в бегах. ";"23789:233:2"
" ым отч ,иланзу ,онневтсетсе ,»чиР краМ";"в";"Марк Рич», естественно, узнали, что мы ";"в";" ";"бегах, и поэтому немедленно остановили все";"Артем Тарасов. Миллионер (2004)";"Артем Тарасов";"1950";"Миллионер";"2004";"публицистика | нехудожественная";"мемуары";"";"Артем Тарасов. Миллионер";"2004";"книга";"омонимия не снята";"13996";"176495";"н-возраст";"н-уровень";"большая";"В компании «Марк Рич», естественно, узнали, что мы в бегах, и поэтому немедленно остановили все платежи по контракту. ";"53944:4542:8"
" акнаб целедалВ";"в";"Владелец банка ";"в";" ";"бегах и скрывается от преследования полиции";"Артем Тарасов. Миллионер (2004)";"Артем Тарасов";"1950";"Миллионер";"2004";"публицистика | нехудожественная";"мемуары";"";"Артем Тарасов. Миллионер";"2004";"книга";"омонимия не снята";"13996";"176495";"н-возраст";"н-уровень";"большая";"Владелец банка в бегах и скрывается от преследования полиции, имя его жены ― такое-то, имя его любовницы такое-то, он имеет собаку с такой-то кличкой… ";"53944:5695:2"
" есв и ― илижод нидес оД";"в";"До седин дожили ― и все ";"в";" ";"бегах!  ";"Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005";"Михаил Шишкин";"1961";"Венерин волос";"2004";"художественная";"роман";"";"«Знамя»";"2005";"журнал";"омонимия не снята";"12907";"127744";"н-возраст";"н-уровень";"большая";"До седин дожили ― и все в бегах!  ";"24143:545:5"
" акиннещявс у аланзу ьлерА ираМ акняьтсерк";"в";"крестьянка Мари Арель узнала у священника ";"в";" ";"бегах Гобера, которого она приютила, способ";"Корми меня по-французски (2004) // «Мир & Дом. Residence», 15.04.2004";"неизвестный";"";"Корми меня по-французски";"2004";"публицистика | нехудожественная";"информационное сообщение";"производство";"«Мир & Дом. Residence»";"15.04.2004";"журнал";"омонимия не снята";"142";"1732";"н-возраст";"н-уровень";"большая";"Если верить легенде, в 1791 г. нормандская крестьянка Мари Арель узнала у священника в бегах Гобера, которого она приютила, способ приготовления сыра Бри. ";"12879:110:13"
" ясогещядохан отсемв ксйов хынтупохус абатш акиньлачан";"в";"начальника штаба сухопутных войск вместо находящегося ";"в";" ";"бегах генерала Ватны Лая. ";"Новые назначения (2004) // «Зарубежное военное обозрение», 29.11.2004";"неизвестный";"";"Новые назначения";"2004";"публицистика | нехудожественная";"информационное сообщение";"армия и вооруженные конфликты";"«Зарубежное военное обозрение»";"29.11.2004";"газета";"омонимия не снята";"16";"229";"н-возраст";"н-уровень";"средняя";"Генерал Арманду Гомеш занял пост начальника штаба сухопутных войск вместо находящегося в бегах генерала Ватны Лая. ";"7879:3:11"
" ичудуб ,и лажебс ыноз зИ";"в";"Из зоны сбежал и, будучи ";"в";" ";"бегах, по поддельному аттестату поступил на";"Армен Асриян. Театр, лобио и демократия (2003) // «Спецназ России», 15.03.2003";"Армен Асриян";"";"Театр, лобио и демократия";"2003";"публицистика | нехудожественная";"статья";"частная жизнь";"«Спецназ России»";"15.03.2003";"газета";"омонимия не снята";"122";"1910";"н-возраст";"н-уровень";"большая";"Из зоны сбежал и, будучи в бегах, по поддельному аттестату поступил на факультет востоковедения Ленинградского университета. ";"4854:14:5"
" йикцорТ ежу ыб как енын а";"в";"а ныне как бы уже Троцкий ";"в";" ";"бегах, он, безусловно, человек с чутьём";"Владимир Баранов. От мёртвого осла уши (2003) // Интернет-альманах «Лебедь», 28.09.2003";"Владимир Баранов";"";"От мёртвого осла уши";"2003";"публицистика | нехудожественная";"рецензия";"искусство и культура";"Интернет-альманах «Лебедь»";"28.09.2003";"электронное издание";"омонимия не снята";"110";"1942";"н-возраст";"н-уровень";"средняя";"Кем бы он ни был на самом деле, сперва влиятельное лицо при очередном традиционно заточённом в Горках обезумевшем правителе, а ныне как бы уже Троцкий в бегах, он, безусловно, человек с чутьём и вкусом на таланты. ";"2481:70:25"
" мокинпутсерп С";"в";"С преступником ";"в";" ";"бегах сделок не заключают. ";"Леонид Велехов. Посадка в Афинах (2003) // «Совершенно секретно», 09.08.2003";"Леонид Велехов";"";"Посадка в Афинах";"2003";"публицистика | нехудожественная";"статья";"бизнес, коммерция, экономика, финансы";"«Совершенно секретно»";"09.08.2003";"газета";"омонимия не снята";"80";"1350";"н-возраст";"н-уровень";"большая";"С преступником в бегах сделок не заключают. ";"4724:21:2"
" ясмишвидохан ,асензиб арим зи маругиф мынзоидо";"в";"одиозным фигурам из мира бизнеса, находившимся ";"в";" ";"бегах, взамен на щедрые финансовые вливания";"Анатолий Вербин. Не подмажешь, не поедешь (2003) // «Советская Россия», 10.07.2003";"Анатолий Вербин";"";"Не подмажешь, не поедешь";"2003";"публицистика | нехудожественная";"статья";"политика и общественная жизнь";"«Советская Россия»";"10.07.2003";"газета";"омонимия не снята";"90";"1800";"н-возраст";"н-уровень";"большая";"А бывшему президенту Б. Клинтону пресса ставила в вину, что он использовал свое президентское право и подписывал помилования даже одиозным фигурам из мира бизнеса, находившимся в бегах, взамен на щедрые финансовые вливания в кассу своей партии. ";"18691:65:25"
