"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
"";"В";"";"В";" ";"бегах!  ";"Дмитрий Липскеров. Последний сон разума (1999)";"Дмитрий Липскеров";"1964";"Последний сон разума";"1999";"художественная";"роман";"";"Липскеров Д. Последний сон разума";"2000";"книга";"омонимия не снята";"8534";"89008";"н-возраст";"н-уровень";"большая";"В бегах!  ";"53597:6157:0"
"";"В";"";"В";" ";"бегах ";"Борис Миронов. Скобарёнок (1999) // «Дружба народов», 15.06.1999";"Борис Миронов";"";"Скобарёнок";"1999";"публицистика | нехудожественная";"дневник, записные книжки";"искусство и культура";"«Дружба народов»";"15.06.1999";"журнал";"омонимия не снята";"457";"5340";"н-возраст";"н-уровень";"большая";"В бегах ";"9721:94:0"
"« от-йокат :ьсоласип хатомарг в ещач";"в";"чаще в грамотах писалось: такой-то «";"в";" ";"бегах збрел». ";"Эдвард Радзинский. Лжедмитрий (1999)";"Эдвард Радзинский";"1936";"Лжедмитрий";"1999";"художественная";"повесть";"";"Радзинский Э. Собрание сочинений: В 7 т. Т.5";"1998";"книга";"омонимия не снята";"1633";"22054";"н-возраст";"н-уровень";"очень большая";"И все чаще в грамотах писалось: такой-то «в бегах збрел». ";"53773:334:8"
" нидо ,ециньлоб в еовд ,тен какиН";"в";"Никак нет, двое в больнице, один ";"в";" ";"бегах, трое насчет туалета, чистят. ";"С. Е. Каледин. Записки гробокопателя (1987-1999)";"С. Е. Каледин";"1949";"Записки гробокопателя";"1987-1999";"художественная";"повесть | цикл";"";"Сергей Каледин. Записки гробокопателя";"2001";"книга";"омонимия не снята";"12418";"86891";"н-возраст";"н-уровень";"большая";"Никак нет, двое в больнице, один в бегах, трое насчет туалета, чистят. ";"53932:9523:6"
" ытьлов еен У";"в";"У нее вольты ";"в";" ";"бегах. ";"С. Е. Каледин. Записки гробокопателя (1987-1999)";"С. Е. Каледин";"1949";"Записки гробокопателя";"1987-1999";"художественная";"повесть | цикл";"";"Сергей Каледин. Записки гробокопателя";"2001";"книга";"омонимия не снята";"12418";"86891";"н-возраст";"н-уровень";"большая";"У нее вольты в бегах. ";"53932:11451:3"
" ытьлоВ";"в";"Вольты ";"в";" ";"бегах! ― вслух повторил Роман давешнее Синяково";"С. Е. Каледин. Записки гробокопателя (1987-1999)";"С. Е. Каледин";"1949";"Записки гробокопателя";"1987-1999";"художественная";"повесть | цикл";"";"Сергей Каледин. Записки гробокопателя";"2001";"книга";"омонимия не снята";"12418";"86891";"н-возраст";"н-уровень";"большая";"Вольты в бегах! ― вслух повторил Роман давешнее Синяково заключение. ";"53932:11497:1"
" обил емьрют в ьсилидохан обил ынензак";"в";"казнены либо находились в тюрьме либо ";"в";" ";"бегах за границей. ";"Олег Гриневский. Восток ― дело тонкое (1998)";"Олег Гриневский";"1930";"Восток ― дело тонкое";"1998";"публицистика | нехудожественная";"мемуары";"";"Олег Гриневский. Восток ― дело тонкое";"1998";"книга";"омонимия не снята";"5380";"70536";"н-возраст";"н-уровень";"большая";"Их противники были казнены либо находились в тюрьме либо в бегах за границей. ";"52898:4063:9"
" ичудуб как ,мот о ьтсевоп юуньлатнемукод";"в";"документальную повесть о том, как будучи ";"в";" ";"бегах, познакомился с О'Генри, потом";"Олег Дивов. Молодые и сильные выживут (1998)";"Олег Дивов";"1968";"Молодые и сильные выживут";"1998";"художественная";"роман";"";"Олег Дивов. Молодые и сильные выживут";"1998";"книга";"омонимия не снята";"14313";"96050";"н-возраст";"н-уровень";"большая";"Правда, выпустил только одну книгу ― документальную повесть о том, как будучи в бегах, познакомился с О'Генри, потом неожиданно встретил его в тюрьме, а еще позже расхаживал с ним по Нью-Йорку. ";"22514:2983:11"
" ьсев :онйачулс от-яндогес и Я";"в";"Я и сегодня-то случайно: весь ";"в";" ";"бегах, каких-то хлопотах… к вечеру сил";"Сергей Осипов. Страсти по Фоме. Книга первая. Изгой (1998)";"Сергей Осипов";"";"Страсти по Фоме. Книга первая. Изгой";"1998";"художественная";"роман";"";"Сергей Осипов. Страсти по Фоме";"2003";"книга";"омонимия не снята";"15734";"140541";"н-возраст";"н-уровень";"большая";"Я и сегодня-то случайно: весь в бегах, каких-то хлопотах… к вечеру сил не остается никаких. ";"23517:1452:6"
" йонталб онволс ,хамарш в ьсев ,теажарбоос";"в";"соображает, весь в шрамах, словно блатной ";"в";" ";"бегах, того и гляди рот откроет!  ";"Сергей Осипов. Страсти по Фоме. Книга третья. Книга Перемен (1998)";"Сергей Осипов";"";"Страсти по Фоме. Книга третья. Книга Перемен";"1998";"художественная";"роман";"";"Сергей Осипов. Страсти по Фоме";"2003";"книга";"омонимия не снята";"11542";"106456";"н-возраст";"н-уровень";"большая";"Он же ни хрена не соображает, весь в шрамах, словно блатной в бегах, того и гляди рот откроет!  ";"23519:8305:11"
" А";"в";"А ";"в";" ";"бегах мы уже шесть лет сравнялось. ";"Петр Алешковский. Седьмой чемоданчик (1997-1998)";"Петр Алешковский";"1957";"Седьмой чемоданчик";"1997-1998";"художественная";"повесть";"";"Алешковский П. Седьмой чемоданчик";"1999";"книга";"омонимия не снята";"1449";"17483";"н-возраст";"н-уровень";"большая";"А в бегах мы уже шесть лет сравнялось. ";"53411:1084:1"
" дог йыроток иннэД и ,яицюловер алшорп";"в";"прошла революция, и Дэнни который год ";"в";" ";"бегах, а деревья на Телеграф-стрит выросли";"Василий Аксенов. Новый сладостный стиль (1997)";"Василий Аксенов";"1932";"Новый сладостный стиль";"1997";"художественная";"роман";"";"Аксенов Василий. Новый сладостный стиль";"1997";"книга";"омонимия не снята";"14682";"185916";"н-возраст";"н-уровень";"большая";"И вот прошла Норина юность, прошла революция, и Дэнни который год в бегах, а деревья на Телеграф-стрит выросли и утвердились, шелестя листвой; отличные швейцарские платаны. ";"21803:4900:11"
" иннэД йовт отч ,алазакс ыТ";"в";"Ты сказала, что твой Дэнни ";"в";" ";"бегах, что это значит?  ";"Василий Аксенов. Новый сладостный стиль (1997)";"Василий Аксенов";"1932";"Новый сладостный стиль";"1997";"художественная";"роман";"";"Аксенов Василий. Новый сладостный стиль";"1997";"книга";"омонимия не снята";"14682";"185916";"н-возраст";"н-уровень";"большая";"Ты сказала, что твой Дэнни в бегах, что это значит?  ";"21803:4902:5"
" как вецясем ьтясед ежу жуМ";"в";"Муж уже десять месяцев как ";"в";" ";"бегах. ";"Василий Аксенов. Новый сладостный стиль (1997)";"Василий Аксенов";"1932";"Новый сладостный стиль";"1997";"художественная";"роман";"";"Аксенов Василий. Новый сладостный стиль";"1997";"книга";"омонимия не снята";"14682";"185916";"н-возраст";"н-уровень";"большая";"Муж уже десять месяцев как в бегах. ";"21803:7091:5"
" лыб адгок И";"в";"И когда был ";"в";" ";"бегах, позвонил ей, а не матери";"Андрей Колесников. Школа (1997) // «Столица», 24.11.1997";"Андрей Колесников";"1968";"Школа";"1997";"публицистика | нехудожественная";"очерк";"образование";"«Столица»";"24.11.1997";"журнал";"омонимия не снята";"537";"4217";"н-возраст";"н-уровень";"большая";"И когда был в бегах, позвонил ей, а не матери и после трудного разговора вернулся. ";"33331:410:3"
" ен аверазаЛ";"в";"Лазарева не ";"в";" ";"бегах, по крайней мере из Москвы";"Александра Маринина. Мужские игры (1997)";"Александра Маринина";"1957";"Мужские игры";"1997";"художественная";"роман";"";"Александра Маринина. Мужские игры";"2006";"книга";"омонимия не снята";"12341";"130732";"н-возраст";"н-уровень";"большая";"Лазарева не в бегах, по крайней мере из Москвы она не уехала, Коротков ее видел в редакции своими глазами. ";"23300:7349:2"
" и лашревос ен яинелпутсерп огокакин веиждаГ";"в";"Гаджиев никакого преступления не совершал и ";"в";" ";"бегах не находится, то почему у";"Александра Маринина. Мужские игры (1997)";"Александра Маринина";"1957";"Мужские игры";"1997";"художественная";"роман";"";"Александра Маринина. Мужские игры";"2006";"книга";"омонимия не снята";"12341";"130732";"н-возраст";"н-уровень";"большая";"Что, если Гаджиев никакого преступления не совершал и в бегах не находится, то почему у него фамилия другая?  ";"23300:8038:8"
" леворп нигыраП ьнед ьсеВ";"в";"Весь день Парыгин провел ";"в";" ";"бегах, оформляя документы на продажу своей";"Александра Маринина. Мужские игры (1997)";"Александра Маринина";"1957";"Мужские игры";"1997";"художественная";"роман";"";"Александра Маринина. Мужские игры";"2006";"книга";"омонимия не снята";"12341";"130732";"н-возраст";"н-уровень";"большая";"Весь день Парыгин провел в бегах, оформляя документы на продажу своей второй квартиры. ";"23300:10784:4"
" ьсилазако вогнар хесв вецйитрап овтснишьлоб ,воледто";"в";"отделов, большинство партийцев всех рангов оказались ";"в";" ";"бегах. ";"Екатерина Метлина. Объявления (1997) // «Столица», 01.04.1997";"Екатерина Метлина";"";"Объявления";"1997";"публицистика | нехудожественная";"статья";"частная жизнь";"«Столица»";"01.04.1997";"журнал";"омонимия не снята";"77";"1015";"н-возраст";"н-уровень";"большая";"Вся руководящая верхушка, все начальники отделов, большинство партийцев всех рангов оказались в бегах. ";"32571:40:11"
" ьвонв ано амаС";"в";"Сама она вновь ";"в";" ";"бегах. ";"Андрей Мисин. Говорит и показывает Москва (1997) // «Столица», 17.02.1997";"Андрей Мисин";"";"Говорит и показывает Москва";"1997";"публицистика | нехудожественная";"заметка";"политика и общественная жизнь";"«Столица»";"17.02.1997";"журнал";"омонимия не снята";"138";"1436";"н-возраст";"н-уровень";"большая";"Сама она вновь в бегах. ";"32467:102:3"
" ьвобюЛ";"в";"Любовь ";"в";" «";"Бегах»  ";"Никодим Александров. Где? Где? Везде! (1997) // «Столица», 17.02.1997";"Никодим Александров";"";"Где? Где? Везде!";"1997";"публицистика | нехудожественная";"статья";"частная жизнь";"«Столица»";"17.02.1997";"журнал";"омонимия не снята";"250";"2316";"н-возраст";"н-уровень";"большая";"Любовь в «Бегах»  ";"32427:46:1"
" ьсоливарноп ен отч ,еонневтснидЕ";"в";"Единственное, что не понравилось ";"в";" «";"Бегах», так это вид из окна";"Никодим Александров. Где? Где? Везде! (1997) // «Столица», 17.02.1997";"Никодим Александров";"";"Где? Где? Везде!";"1997";"публицистика | нехудожественная";"статья";"частная жизнь";"«Столица»";"17.02.1997";"журнал";"омонимия не снята";"250";"2316";"н-возраст";"н-уровень";"большая";"Единственное, что не понравилось в «Бегах», так это вид из окна на угрюмый зимний ипподром. ";"32427:65:4"
" кищропарП";"в";"Прапорщик ";"в";" ";"бегах. ";"Михаил Поздняев. Шуба по-малороссийски // «Общая газета», 1997";"Михаил Поздняев";"";"Шуба по-малороссийски";"1997";"публицистика | нехудожественная";"очерк";"частная жизнь";"«Общая газета»";"1997";"газета";"омонимия не снята";"89";"943";"н-возраст";"н-уровень";"большая";"Прапорщик в бегах. ";"46169:34:1"
" лыб арЮ";"в";"Юра был ";"в";" ";"бегах, а Коля сосредоточенно строчил какой-то";"Александра Маринина. Иллюзия греха (1996)";"Александра Маринина";"1957";"Иллюзия греха";"1996";"художественная";"роман";"";"Александра Маринина. Иллюзия греха";"2007";"книга";"омонимия не снята";"11834";"121230";"н-возраст";"н-уровень";"большая";"Юра был в бегах, а Коля сосредоточенно строчил какой-то документ, то и дело заглядывая в разложенные на столе блокноты и отдельные листочки с записями. ";"23299:3375:2"
" ьнел ьсев лыб а ,еындохыв и";"в";"и выходные, а был весь лень ";"в";" ";"бегах. ";"Н. С. Работнов. Дневник (1996)";"Н. С. Работнов";"1936";"Дневник";"1996";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | путешествия";"";"";"электронный текст";"омонимия не снята";"546";"5162";"н-возраст";"н-уровень";"малая";"Вроде и выходные, а был весь лень в бегах. ";"21091:418:7"
" ещбоов или ,амод ен тевиж или";"в";"или живет не дома, или вообще ";"в";" ";"бегах. ";"Александра Маринина. За все надо платить (1995)";"Александра Маринина";"1957";"За все надо платить";"1995";"художественная";"роман";"";"Александра Маринина. За все надо платить";"2006";"книга";"омонимия не снята";"11112";"116867";"н-возраст";"н-уровень";"большая";"Судя по всему, этот аспирант или живет не дома, или вообще в бегах. ";"23304:8799:11"
" но илсе тов А";"в";"А вот если он ";"в";" ";"бегах или прячется, то и недели";"Александра Маринина. За все надо платить (1995)";"Александра Маринина";"1957";"За все надо платить";"1995";"художественная";"роман";"";"Александра Маринина. За все надо платить";"2006";"книга";"омонимия не снята";"11112";"116867";"н-возраст";"н-уровень";"большая";"А вот если он в бегах или прячется, то и недели может не хватить. ";"23304:8805:4"
" удуб инемерв окьлокс ,юялватсдерп ен Я";"в";"Я не представляю, сколько времени буду ";"в";" ";"бегах, поэтому возьми все, что есть. ";"Александра Маринина. Шестерки умирают первыми (1995)";"Александра Маринина";"1957";"Шестерки умирают первыми";"1995";"художественная";"роман";"";"Александра Маринина. Шестерки умирают первыми";"2000";"книга";"омонимия не снята";"6461";"71711";"н-возраст";"н-уровень";"большая";"Я не представляю, сколько времени буду в бегах, поэтому возьми все, что есть. ";"23307:1221:6"
" ,хагон ан яашдеворп ьнед йылец ,ариК";"в";"Кира, целый день проведшая на ногах, ";"в";" ";"бегах и разъездах, придя домой, встала";"Александра Маринина. Шестерки умирают первыми (1995)";"Александра Маринина";"1957";"Шестерки умирают первыми";"1995";"художественная";"роман";"";"Александра Маринина. Шестерки умирают первыми";"2000";"книга";"омонимия не снята";"6461";"71711";"н-возраст";"н-уровень";"большая";"Тебе помочь чем-нибудь? – спохватился Платонов, который только сейчас сообразил, что Кира, целый день проведшая на ногах, в бегах и разъездах, придя домой, встала к плите, как примерная жена при плохом муже, а он сидит на табуретке и с умным видом философствует. ";"23307:3612:16"
" ясогешвидохан то олыб омьсип еенделсоП";"в";"Последнее письмо было от находившегося ";"в";" ";"бегах Олежки по кличке Арташез. ";"Юрий Нагибин. Другая жизнь (1990-1995)";"Юрий Нагибин";"1920";"Другая жизнь";"1990-1995";"художественная";"рассказ";"";"Нагибин Ю. Бунташный остров. ― М.: АСТ, 2006";"2006";"книга";"омонимия не снята";"1565";"16997";"н-возраст";"н-уровень";"большая";"Последнее письмо было от находившегося в бегах Олежки по кличке Арташез. ";"23423:424:5"
" ен ыдог итэ Я";"в";"Я эти годы не ";"в";" ";"бегах был, я работал инженером, писал";"Анатолий Найман. Славный конец бесславных поколений (1994)";"Анатолий Найман";"1936";"Славный конец бесславных поколений";"1994";"публицистика | нехудожественная";"мемуары";"";"Найман А. Славный конец бесславных поколений";"1999";"книга";"омонимия не снята";"5326";"89339";"н-возраст";"н-уровень";"большая";"Я эти годы не в бегах был, я работал инженером, писал сценарии, переводил Леопарди, Тагора…»  ";"53670:1309:4"
" рутрА :ечнын алавотсуп яароток ,ыритравк то";"в";"от квартиры, которая пустовала нынче: Артур ";"в";" ";"бегах. ";"Валерий Попов. Будни гарема (1994)";"Валерий Попов";"1939";"Будни гарема";"1994";"художественная";"роман";"";"Валерий Попов. Будни гарема";"1996";"книга";"омонимия не снята";"4034";"35509";"н-возраст";"н-уровень";"большая";"До этого я к родителям Артура заскочил, в саманный барак, взял у них ключи от квартиры, которая пустовала нынче: Артур в бегах. ";"53942:3109:20"
"";"В";"";"В";" ";"бегах ";"Л. К. Чуковская. Прочерк (1980-1994)";"Л. К. Чуковская";"1907";"Прочерк";"1980-1994";"художественная";"повесть";"";"Лидия Чуковская. Прочерк";"2009";"книга";"омонимия не снята";"8790";"98496";"н-возраст";"н-уровень";"большая";"В бегах ";"22368:5084:0"
" сачйес я от-ещбооВ";"в";"Вообще-то я сейчас ";"в";" ";"бегах!.. ";"Николай Дежнев. В концертном исполнении (1993)";"Николай Дежнев";"1946";"В концертном исполнении";"1993";"художественная";"роман";"";"Николай Дежнев. В концертном исполнении";"1997";"книга";"омонимия не снята";"6253";"72120";"н-возраст";"н-уровень";"большая";"Вообще-то я сейчас в бегах!.. ";"53494:2369:4"
" ежот еынноко ыротШ";"в";"Шторы оконные тоже ";"в";" ";"бегах. ";"В. И. Максимов. Дневник научного сотрудника (1993)";"В. И. Максимов";"1934";"Дневник научного сотрудника";"1993";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | естественные науки | политика и общественная жизнь | администрация и управление";"Дневник научного сотрудника Киевского политехнического института. Киев, 2003.";"2003";"книга";"омонимия не снята";"2858";"25565";"н-возраст";"н-уровень";"личная";"Шторы оконные тоже в бегах. ";"20802:955:3"
" тел ьтясед итчоп йокабос йонрозирпсеб мотоп";"в";"потом беспризорной собакой почти десять лет ";"в";" ";"бегах, по всяким помойкам, под чужим";"П. Л. Проскурин. Судьба. Книга вторая. Не отринь (1993)";"П. Л. Проскурин";"1928";"Судьба. Книга вторая. Не отринь";"1993";"художественная";"роман";"";"М.: Ада, 1993";"1993";"книга";"омонимия не снята";"7275";"154703";"н-возраст";"н-уровень";"большая";"В двадцать пять, в самый сок, я на Соловки высланный, потом беспризорной собакой почти десять лет в бегах, по всяким помойкам, под чужим величаньем, с крадеными, считай, бумагами. ";"23721:1956:16"
" онваД";"в";"Давно ";"в";" ";"бегах… ";"Г. З. Иоффе. Дневник (1992) // Иоффе Г. З. Из дневника свидетеля // Наука и жизнь. 2006. № 10., 2006";"Г. З. Иоффе";"1928";"Дневник";"1992";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь | политика и общественная жизнь";"Иоффе Г. З. Из дневника свидетеля // Наука и жизнь. 2006. № 10.";"2006";"журнал";"омонимия не снята";"885";"5972";"н-возраст";"н-уровень";"личная";"Давно в бегах… ";"20480:53:1"
" – еыньлатсо ,яакснемаК окьлот алыб уменжерп-оп етсем";"в";"месте по-прежнему была только Каменская, остальные – ";"в";" ";"бегах. ";"Александра Маринина. Стечение обстоятельств (1992)";"Александра Маринина";"1957";"Стечение обстоятельств";"1992";"художественная";"роман";"";"Александра Маринина. Стечение обстоятельств. Игра на чужом поле";"2005";"книга";"омонимия не снята";"6931";"64033";"н-возраст";"н-уровень";"большая";"На месте по-прежнему была только Каменская, остальные – в бегах. ";"23308:1803:7"
" ыцвадорп еиксьларУ";"в";"Уральские продавцы ";"в";" ";"бегах. ";"В. Санатин. Еще раз о характере наших краж // «Комсомольская правда», 1991";"В. Санатин";"";"Еще раз о характере наших краж";"1991";"публицистика | нехудожественная";"заметка";"криминал";"«Комсомольская правда»";"1991";"газета";"омонимия не снята";"26";"271";"н-возраст";"н-уровень";"очень большая";"Уральские продавцы в бегах. ";"44982:13:2"
" ятиВ( меадеъс меортв оге ым и";"в";"и мы его втроем съедаем (Витя ";"в";" ";"бегах с фотоаппаратом). ";"Т. Н. Ткаченко. Дневник велопутешествия 1990 года «Чоп – Париж» (1990)";"Т. Н. Ткаченко";"1939";"Дневник велопутешествия 1990 года «Чоп – Париж»";"1990";"публицистика";"дневник, записные книжки";"частная жизнь | путешествия";"";"";"электронный текст";"омонимия не снята";"1698";"18838";"н-возраст";"н-уровень";"личная";"Алеша тут же вытягивает персик, и мы его втроем съедаем (Витя в бегах с фотоаппаратом). ";"21470:411:11"
" роткериД";"в";"Директор ";"в";" ";"бегах, ― говорит, ― как раз мы его";"Фазиль Искандер. Сандро из Чегема (Книга 1) (1989)";"Фазиль Искандер";"1929";"Сандро из Чегема (Книга 1)";"1989";"художественная";"роман";"";"Ф. А. Искандер. «Сандро из Чегема». Кн. 1";"1989";"книга";"омонимия не снята";"9230";"143035";"н-возраст";"н-уровень";"большая";"Директор в бегах, ― говорит, ― как раз мы его ищем. ";"22928:7365:1"
" лыб дог йылец отсирХ";"в";"Христо целый год был ";"в";" ";"бегах, но по агентурным сведеньям тайно";"Фазиль Искандер. Сандро из Чегема (Книга 2) (1989)";"Фазиль Искандер";"1929";"Сандро из Чегема (Книга 2)";"1989";"художественная";"роман";"";"Ф. А. Искандер. «Сандро из Чегема». Кн. 2";"1989";"книга";"омонимия не снята";"10389";"143079";"н-возраст";"н-уровень";"большая";"Христо целый год был в бегах, но по агентурным сведеньям тайно вернулся домой. ";"22929:3345:4"
" сачйес отч ,тотэ а ,уноьнапмок уморотв";"в";"второму компаньону, а этот, что сейчас ";"в";" ";"бегах, подкупит кого надо, жаловаться будет";"Фазиль Искандер. Сандро из Чегема (Книга 2) (1989)";"Фазиль Искандер";"1929";"Сандро из Чегема (Книга 2)";"1989";"художественная";"роман";"";"Ф. А. Искандер. «Сандро из Чегема». Кн. 2";"1989";"книга";"омонимия не снята";"10389";"143079";"н-возраст";"н-уровень";"большая";"Если он умрет, дело останется второму компаньону, а этот, что сейчас в бегах, подкупит кого надо, жаловаться будет некому, и дело закроют. ";"22929:9229:11"
"";"В";"";"В";" ";"бегах. ";"Фазиль Искандер. Сандро из Чегема (Книга 2) (1989)";"Фазиль Искандер";"1929";"Сандро из Чегема (Книга 2)";"1989";"художественная";"роман";"";"Ф. А. Искандер. «Сандро из Чегема». Кн. 2";"1989";"книга";"омонимия не снята";"10389";"143079";"н-возраст";"н-уровень";"большая";"В бегах. ";"22929:9282:0"
" лировтан еыроток ,хакледорп хесв ов ястинивоп";"в";"повинится во всех проделках, которые натворил ";"в";" ";"бегах. ";"В. Н. Вещунов. Сиротская зима (1987)";"В. Н. Вещунов";"1945";"Сиротская зима";"1987";"художественная";"повесть";"";"Вещунов В. Н., «Дикий селезень. Сиротская зима», Дальневосточное книжное издательство. Владивосток. 1987. «Молодая проза Дальнего Востока» http://publ.lib.ru/ARCHIVES/V/VESCHU№V_Vladimir_Nikolaevich/_Veschu№v_V.N..html#0001";"1987";"книга";"омонимия не снята";"4629";"45567";"н-возраст";"н-уровень";"большая";"В Находку надо было везти пацана лет двенадцати: жесткая челочка козырьком, конопушки по всему лицу, послушные, необыкновенно честные глаза, такие честные, что, казалось, мальчишка вот-вот повинится во всех проделках, которые натворил в бегах. ";"130533:3222:32"
" ,ямерв еенделсоп лиж но юороток ,ьнзиж";"в";"жизнь, которою он жил последнее время, ";"в";" ";"бегах по знакомым, с долгими спорами";"В. Ф. Кормер. Наследство (1987)";"В. Ф. Кормер";"1939";"Наследство";"1987";"художественная";"роман";"";"Кормер В. Ф. Наследство. М.: Время, 2009";"2009";"книга";"омонимия не снята";"12521";"142344";"н-возраст";"н-уровень";"большая";"У него было что-то с печенью; напряженная жизнь, которою он жил последнее время, в бегах по знакомым, с долгими спорами, куреньем и питьем, вредила ему. ";"23148:5014:13"
" ьсилидохан хищажулс окьлоксен еоднарац В";"в";"В царандое несколько служащих находились ";"в";" ";"бегах (беглеца здесь называют лодорак). ";"Ю. А. Сальников. 600 дней в Кандагаре: дневники (1986)";"Ю. А. Сальников";"1952";"600 дней в Кандагаре: дневники";"1986";"публицистика | нехудожественная";"дневник, записные книжки";"политика и общественная жизнь | администрация и управление | армия и вооруженные конфликты | техника | частная жизнь";"Ю. А. Сальников. 600 дней в Кандагаре: дневники, 1984-1986. Волгоград: Издатель, 2010.";"2010";"книга";"омонимия не снята";"4172";"42649";"н-возраст";"н-уровень";"личная";"В царандое несколько служащих находились в бегах (беглеца здесь называют лодорак). ";"21182:2594:5"
" икиньлачан есв :оншартс кат ен ьсолазако";"в";"оказалось не так страшно: все начальники ";"в";" ";"бегах. ";"О. Н. Ковалёва. Дневник (1985)";"О. Н. Ковалёва";"1956";"Дневник";"1985";"бытовая | нехудожественная";"дневник, записные книжки";"частная жизнь";"";"";"электронное издание";"омонимия не снята";"3422";"34224";"н-возраст";"н-уровень";"личная";"Пока ехала, тряслась от ужаса, а всё оказалось не так страшно: все начальники в бегах. ";"20699:2384:13"
" ясеищядохан ,итсев зеб еишвапорп ,идюл отэ";"в";"это люди, пропавшие без вести, находящиеся ";"в";" ";"бегах, дезертировавшие и т.п.). ";"Ю. А. Сальников. 600 дней в Кандагаре: дневники (1985)";"Ю. А. Сальников";"1952";"600 дней в Кандагаре: дневники";"1985";"публицистика | нехудожественная";"дневник, записные книжки";"политика и общественная жизнь | администрация и управление | армия и вооруженные конфликты | техника | частная жизнь";"Ю. А. Сальников. 600 дней в Кандагаре: дневники, 1984-1986. Волгоград: Издатель, 2010.";"2010";"книга";"омонимия не снята";"10642";"103807";"н-возраст";"н-уровень";"личная";"В парторганизации числится 12 лодораков (это люди, пропавшие без вести, находящиеся в бегах, дезертировавшие и т.п.). ";"21181:5759:11"
" ястядохан ворецифо 73 уклоп м-43 в";"в";"в 34-м полку 37 офицеров находятся ";"в";" ";"бегах, а по спискам они числятся. ";"Ю. А. Сальников. 600 дней в Кандагаре: дневники (1985)";"Ю. А. Сальников";"1952";"600 дней в Кандагаре: дневники";"1985";"публицистика | нехудожественная";"дневник, записные книжки";"политика и общественная жизнь | администрация и управление | армия и вооруженные конфликты | техника | частная жизнь";"Ю. А. Сальников. 600 дней в Кандагаре: дневники, 1984-1986. Волгоград: Издатель, 2010.";"2010";"книга";"омонимия не снята";"10642";"103807";"н-возраст";"н-уровень";"личная";"Например, в 34-м полку 37 офицеров находятся в бегах, а по спискам они числятся. ";"21181:6170:7"
" ьнед йылец ,ебжулс оп мяинечуроп нелаваз";"в";"завален поручениям по службе, целый день ";"в";" ";"бегах… ";"Н. И. Ильина. Дороги и судьбы (1957-1985)";"Н. И. Ильина";"1914";"Дороги и судьбы";"1957-1985";"художественная";"повесть";"";"Н. И. Ильина. Дороги и судьбы. М.: АСТ, 2011";"2011";"книга";"омонимия не снята";"9228";"121769";"н-возраст";"н-уровень";"большая";"Видим мы его мало, так как он завален поручениям по службе, целый день в бегах… ";"22925:2007:13"
" йитерт ,ексипдоп ан йоротв ,илязв ежу";"в";"уже взяли, второй на подписке, третий ";"в";" ";"бегах… ";"Д. Н. Каралис. Феномен Крикушина (1984)";"Д. Н. Каралис";"1949";"Феномен Крикушина";"1984";"художественная";"повесть";"";"Молодой Ленинград";"1988";"книга";"омонимия не снята";"1695";"14417";"н-возраст";"н-уровень";"большая";"Одного уже взяли, второй на подписке, третий в бегах… ";"23001:715:7"
" от-едг ясьтидохан и кешитед хиовс ыбьдус";"в";"судьбы своих детишек и находиться где-то ";"в";" ";"бегах, не казать лица и заставлять";"Анатолий Ким. Белка (1984)";"Анатолий Ким";"1939";"Белка";"1984";"художественная";"роман";"";"А. Ким. Белка. Роман-сказка";"1984";"книга";"омонимия не снята";"4424";"89049";"н-возраст";"н-уровень";"большая";"Кто кого породил ― ты меня или я тебя, или мы вечно порождаем друг друга: безвестная таинственная Воля мой разум или не менее таинственный и несчастный разум мой тебя, отца Вселенной, который должен быть и который не должен бросать на произвол судьбы своих детишек и находиться где-то в бегах, не казать лица и заставлять плакать сироток в их бездонных ночах, средь шороха осыпающихся звезд?  ";"23126:2881:46"
" есВ";"в";"Все ";"в";" ";"бегах?  ";"Виктор Пронин. Из самых лучших побуждений (1984)";"Виктор Пронин";"1938";"Из самых лучших побуждений";"1984";"художественная";"повесть";"";"Поединок. Выпуск 10";"1984";"книга";"омонимия не снята";"804";"6882";"н-возраст";"н-уровень";"очень большая";"Все в бегах?  ";"23587:54:1"
" и халед в онвар есв ым";"в";"мы все равно в делах и ";"в";" ";"бегах: везде посты и наблюдения. ";"В. Лихоносов. Ненаписанные воспоминания. Наш маленький Париж. Ч. 1-2 (1983)";"В. Лихоносов";"1936";"Ненаписанные воспоминания. Наш маленький Париж. Ч. 1-2";"1983";"художественная";"роман";"";"В. И. Лихоносов. Ненаписанные воспоминания. Наш маленький Париж";"1987";"книга";"омонимия не снята";"9344";"93379";"н-возраст";"н-уровень";"большая";"Когда он в час дня плотно завтракает в семье (любит, говорят, кубанские борщи, кашу, блины, монастырский квас по рецепту Саровской пустыни), мы все равно в делах и в бегах: везде посты и наблюдения. ";"23257:4663:27"
