"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" ьтаритс ,удох ан ьтидалГ";"ан";"Гладить на ходу, стирать ";"на";" ";"бегу―быстрее, быстрее, некогда!  ";"Александр Волков. Одеться с иголочки и без ниточки // «Знание -- сила», 2003";"Александр Волков";"";"Одеться с иголочки и без ниточки";"2003";"учебно-научная";"статья";"наука и технологии";"«Знание -- сила»";"2003";"журнал";"омонимия снята вручную";"183";"1695";"н-возраст";"н-уровень";"большая";"Гладить на ходу, стирать на бегу―быстрее, быстрее, некогда!  ";"1728:74:4"
"";"аН";"";"На";" ";"бегу фельдшер все ждал: срежет!  ";"Василь Быков. Болото (2001)";"Василь Быков";"1924";"Болото";"2001";"художественная";"повесть";"";"Василь Быков. «Бедные люди»";"2002";"книга";"омонимия снята вручную";"1444";"16139";"н-возраст";"н-уровень";"большая";"На бегу фельдшер все ждал: срежет!  ";"879:1391:0"
" онневтстевирп тенхам окьлот от-отК";"ан";"Кто-то только махнет приветственно ";"на";" ";"бегу кипой бумажек ― может, в архив";"Андрей Волос. Недвижимость (2000) // «Новый Мир», 2001";"Андрей Волос";"1955";"Недвижимость";"2000";"художественная";"роман";"";"«Новый Мир»";"2001";"журнал";"омонимия снята вручную";"9706";"79718";"н-возраст";"н-уровень";"большая";"Кто-то только махнет приветственно на бегу кипой бумажек ― может, в архив несется, а может, занять очередь к начальнику юридического отдела, без визы которого регистратору нельзя совершить то или иное нештатное действие… ";"967:8627:4"
" тоВ";"ан";"Вот ";"на";" ";"бегу поговорили в Благовещенске, в аэропорту. ";"Анатолий Чубайс, Елена Трегубова. Власть должна быть жесткой // «Коммерсантъ-Власть», 2000";"Анатолий Чубайс | Елена Трегубова";"";"Власть должна быть жесткой";"2000";"публицистика";"интервью";"политика и общественная жизнь";"«Коммерсантъ-Власть»";"2000";"журнал";"омонимия снята вручную";"302";"3316";"н-возраст";"н-уровень";"большая";"Вот на бегу поговорили в Благовещенске, в аэропорту. ";"1491:59:1"
" ,удох ан еыврепв ,йулажоп ,ламудоп ,акев";"ан";"века, подумал, пожалуй, впервые на ходу, ";"на";" ";"бегу в дни разных хлопот, связанных";"Игорь Кио. Иллюзии без иллюзий (1995-1999)";"Игорь Кио";"1944";"Иллюзии без иллюзий";"1995-1999";"публицистика";"мемуары";"";"Игорь Кио. Иллюзии без иллюзий";"1999";"книга";"омонимия снята вручную";"6009";"79725";"н-возраст";"н-уровень";"большая";"Про то, что отец старше меня на полвека, подумал, пожалуй, впервые на ходу, на бегу в дни разных хлопот, связанных с его столетним юбилеем. ";"1550:124:14"
" ― ,йотипыв ьтыб екнитревтеч олашем отч ,огесв";"ан";"всего, что мешало четвертинке быть выпитой, ― ";"на";" ";"бегу скрутив горлышко бутылки.  ";"Анатолий Азольский. Облдрамтеатр // «Новый Мир», 1997";"Анатолий Азольский";"1930";"Облдрамтеатр";"1997";"художественная";"повесть";"";"«Новый Мир»";"1997";"журнал";"омонимия снята вручную";"594";"15599";"н-возраст";"н-уровень";"большая";"Не раздумывая он бросился прочь ― от милиции, от продавщицы, от всего, что мешало четвертинке быть выпитой, ― на бегу скрутив горлышко бутылки.  ";"874:196:16"
" ьтялертс кивеоб еж или( ынялертссар ынортап";"ан";"патроны расстреляны (или же боевик стрелять ";"на";" ";"бегу был неловок?)  ";"Владимир Маканин. Кавказский пленный (1995)";"Владимир Маканин";"1937";"Кавказский пленный";"1995";"художественная";"рассказ";"";"Проза новой России: В 4 т. Т. 2";"2003";"книга";"омонимия снята вручную";"1019";"8564";"н-возраст";"н-уровень";"большая";"Второго (тот был уже совсем близко) Рубахин не опасался, он видел болтающийся на шее автомат, но патроны расстреляны (или же боевик стрелять на бегу был неловок?)  ";"935:396:22"
" йе еищюасорб олесев ,еыннатипсов ,еывилжев оннемзиен";"ан";"неизменно вежливые, воспитанные, весело бросающие ей ";"на";" ";"бегу: «Привет, баб Тонь!», а попозже";"Ирина Муравьева. Мещанин во дворянстве (1994)";"Ирина Муравьева";"1949";"Мещанин во дворянстве";"1994";"художественная";"повесть";"";"Муравьева И. Филемон и Бавкида";"2000";"книга";"омонимия снята вручную";"2138";"19229";"н-возраст";"н-уровень";"большая";"Но баловство было свое, родное, и все в этом доме, где она, старая, с узловатыми пальцами, день-деньской сидела на стуле и вязала носки, было таким родным, милым сердцу, что сердце это с радостной привычкой отзывалось на всякое хлопанье двери лифта, откуда выходили, не торопясь, располневшие мужчины в ондатровых шапках, выбегали их дети, поступившие в МИМО и в Иняз, неизменно вежливые, воспитанные, весело бросающие ей на бегу: «Привет, баб Тонь!», а попозже, часам так к одиннадцати, задерживались у ее стула на пару фраз когда-то красивые, старательно припудренные, с набухшими мешочками под озабоченными глазами женщины, вкусно пахнущие питательными кремами, давно не работающие и горько ревнующие своих располневших, чисто выбритых, в добротных дубленках мужей… ";"937:10:64"
" ежу ― ,аД";"ан";"Да, ― уже ";"на";" ";"бегу отзывался отец. ";"Ирина Муравьева. Мещанин во дворянстве (1994)";"Ирина Муравьева";"1949";"Мещанин во дворянстве";"1994";"художественная";"повесть";"";"Муравьева И. Филемон и Бавкида";"2000";"книга";"омонимия снята вручную";"2138";"19229";"н-возраст";"н-уровень";"большая";"Да, ― уже на бегу отзывался отец. ";"937:1375:2"
" ястеавичаробо нО";"ан";"Он оборачивается ";"на";" ";"бегу, но ничего не отвечает. ";"Сергей Юрский. Бумажник Хофманна (1993)";"Сергей Юрский";"1935";"Бумажник Хофманна";"1993";"художественная";"рассказ";"";"Проза новой России: В 4 т.";"2003";"книга";"омонимия снята вручную";"760";"5149";"н-возраст";"н-уровень";"большая";"Он оборачивается на бегу, но ничего не отвечает. ";"932:711:2"
" яавысуказ ,ьтяпсв яслитакоп И";"ан";"И покатился вспять, закусывая ";"на";" ";"бегу дохлым вороньем. ";"Юрий Давыдов. Синие тюльпаны (1988-1989)";"Юрий Давыдов";"1924";"Синие тюльпаны";"1988-1989";"художественная";"роман";"";"Юрий Давыдов. Жемчужины Филда";"1997";"книга";"омонимия снята вручную";"3446";"41642";"н-возраст";"н-уровень";"большая";"И покатился вспять, закусывая на бегу дохлым вороньем. ";"883:1670:4"
" ,дорог аз ястусен еыроток ,йедюл имаплот";"ан";"толпами людей, которые несутся за город, ";"на";" ";"бегу жалуясь, что сегодня плохо либо";"Марина Палей. Поминовение (1987)";"Марина Палей";"1955";"Поминовение";"1987";"художественная";"повесть";"";"Палей М. Long Distance или Славянский акцент";"2000";"книга";"омонимия снята вручную";"812";"15265";"н-возраст";"н-уровень";"большая";"Вы рискуете быть сбитыми с ног толпами людей, которые несутся за город, на бегу жалуясь, что сегодня плохо либо оттого, что холодно, либо оттого, что жарко, либо оттого, что сухо, либо оттого, что идет дождь. ";"940:92:12"
" отч ,ланз ен мас И";"ан";"И сам не знал, что ";"на";" ";"бегу превращается в белую, как цветок";"Сергей Козлов. Правда, мы будем всегда? (1969-1981)";"Сергей Козлов";"1939";"Правда, мы будем всегда?";"1969-1981";"художественная";"сказка | цикл";"";"";"";"книга";"омонимия снята вручную";"1743";"13813";"детский";"н-уровень";"большая";"И сам не знал, что на бегу превращается в белую, как цветок, снежинку. ";"761:1132:5"
"";"аН";"";"На";" ";"бегу я светил фонариком, и перед";"Юрий Коваль. Гроза над картофельным полем (1974)";"Юрий Коваль";"1938";"Гроза над картофельным полем";"1974";"художественная";"рассказ";"";"Юрий Коваль. Солнечное пятно";"2002";"книга";"омонимия снята вручную";"446";"3265";"детский";"н-уровень";"большая";"На бегу я светил фонариком, и перед нами прыгало круглое электрическое пятно, выхватывающее черные султаны картофеля и соцветия его, сочные после дождя, как сирень. ";"750:163:0"
" ― дог лыб отЭ";"ан";"Это был год ― ";"на";" ";"бегу с портфелями. ";"Александр Солженицын. В круге первом, т.1, гл. 26-51 (1968) // «Новый Мир», 1990";"Александр Солженицын";"1918";"В круге первом, т.1, гл. 26-51";"1968";"художественная";"роман";"";"«Новый Мир»";"1990";"журнал";"омонимия снята вручную";"5462";"62165";"н-возраст";"н-уровень";"большая";"Это был год ― на бегу с портфелями. ";"959:1941:3"
" и яянархос ,ьчорп лажебоп никтеТ";"ан";"Теткин побежал прочь, сохраняя и ";"на";" ";"бегу тот же противоестественный наклон. ";"И. Грекова. На испытаниях (1967)";"И. Грекова";"1907";"На испытаниях";"1967";"художественная";"повесть";"";"На испытаниях";"1990";"книга";"омонимия снята вручную";"5309";"39135";"н-возраст";"н-уровень";"большая";"Теткин побежал прочь, сохраняя и на бегу тот же противоестественный наклон. ";"919:3140:5"
"";"аН";"";"На";" ";"бегу видел, что с разных сторон";"Василий Аксенов. Пора, мой друг, пора (1963)";"Василий Аксенов";"1932";"Пора, мой друг, пора";"1963";"художественная";"роман";"";"Аксенов В. Пора, мой друг, пора";"1965";"книга";"омонимия снята вручную";"5066";"49026";"н-возраст";"н-уровень";"большая";"На бегу видел, что с разных сторон к такси устремились еще двое.  ";"867:459:0"
" ебес ано алидревт ― ,аруд ,йертсыб игеБ";"ан";"Беги быстрей, дура, ― твердила она себе ";"на";" ";"бегу. ― Юность твоя прошла, и ничего";"Василий Аксенов. Пора, мой друг, пора (1963)";"Василий Аксенов";"1932";"Пора, мой друг, пора";"1963";"художественная";"роман";"";"Аксенов В. Пора, мой друг, пора";"1965";"книга";"омонимия снята вручную";"5066";"49026";"н-возраст";"н-уровень";"большая";"Беги быстрей, дура, ― твердила она себе на бегу. ― Юность твоя прошла, и ничего особенного не происходит.  ";"867:2946:6"
" ― ,йеиснеп от-йешав с ,чивоняьлемЕ навИ";"ан";"Иван Емельянович, с вашей-то пенсией, ― ";"на";" ";"бегу запищал он. ― А у меня";"Василий Аксенов. Пора, мой друг, пора (1963)";"Василий Аксенов";"1932";"Пора, мой друг, пора";"1963";"художественная";"роман";"";"Аксенов В. Пора, мой друг, пора";"1965";"книга";"омонимия снята вручную";"5066";"49026";"н-возраст";"н-уровень";"большая";"Вам хорошо говорить про сосны, Иван Емельянович, с вашей-то пенсией, ― на бегу запищал он. ― А у меня какая пенсия, вы же знаете, хоть и полагается персональная…  ";"867:4564:11"
" гурдв и ,ежилбоп ман к ,дерепв";"ан";"вперед, к нам поближе, и вдруг ";"на";" ";"бегу перевернулась через голову, как молния";"Виктор Драгунский. Денискины рассказы/ Девочка на шаре (1963)";"Виктор Драгунский";"1913";"Денискины рассказы/ Девочка на шаре";"1963";"художественная";"рассказ";"";"Виктор Драгунский. Денискины рассказы";"2000";"книга";"омонимия снята вручную";"216";"2077";"н-возраст";"н-уровень";"большая";"А девочка соскочила со своего шара и побежала вперед, к нам поближе, и вдруг на бегу перевернулась через голову, как молния, и еще, и еще раз, и все вперед и вперед. ";"746:48:14"
" ьтирук усорипап юукдалс юувреп яалеж ен";"ан";"не желая первую сладкую папиросу курить ";"на";" ";"бегу. ";"Александр Солженицын. Один день Ивана Денисовича (1961)";"Александр Солженицын";"1918";"Один день Ивана Денисовича";"1961";"художественная";"рассказ";"";"Солженицын А.И. На краях";"2000";"книга";"омонимия снята вручную";"3379";"32388";"н-возраст";"н-уровень";"большая";"Ладно, ― решился он, не желая первую сладкую папиросу курить на бегу. ";"956:2935:9"
" ясливонатсо Я";"ан";"Я остановился ";"на";" ";"бегу с охапкой хвойных иголок!  ";"Валерий Медведев. Баранкин, будь человеком! (1957)";"Валерий Медведев";"1923";"Баранкин, будь человеком!";"1957";"художественная";"повесть";"";"Медведев Е. Баранкин, будь человеком!";"1990";"книга";"омонимия снята вручную";"2907";"27097";"детский";"н-уровень";"большая";"Я остановился на бегу с охапкой хвойных иголок!  ";"762:2259:2"
" витавхдоп ,и актевц с лунгырпс ятсоК";"ан";"Костя спрыгнул с цветка и, подхватив ";"на";" ";"бегу с земли сучок-дубинку, ринулся";"Валерий Медведев. Баранкин, будь человеком! (1957)";"Валерий Медведев";"1923";"Баранкин, будь человеком!";"1957";"художественная";"повесть";"";"Медведев Е. Баранкин, будь человеком!";"1990";"книга";"омонимия снята вручную";"2907";"27097";"детский";"н-уровень";"большая";"Костя спрыгнул с цветка и, подхватив на бегу с земли сучок-дубинку, ринулся наперерез отряду рыжих муравьев-разбойников на соединение с черными мурашами!  ";"762:2491:6"
" я ларо ― !ятсоК";"ан";"Костя! ― орал я ";"на";" ";"бегу. ";"Валерий Медведев. Баранкин, будь человеком! (1957)";"Валерий Медведев";"1923";"Баранкин, будь человеком!";"1957";"художественная";"повесть";"";"Медведев Е. Баранкин, будь человеком!";"1990";"книга";"омонимия снята вручную";"2907";"27097";"детский";"н-уровень";"большая";"Костя! ― орал я на бегу. ";"762:2508:3"
" ано хахыпопв ,яащюушуб ,адгок ;хин ан";"ан";"на них; когда, бушующая, впопыхах она ";"на";" ";"бегу прокричит вам, чтобы вы ее";"Б. Л. Пастернак. Воздушные пути (1924)";"Б. Л. Пастернак";"1890";"Воздушные пути";"1924";"художественная";"повесть";"";"Борис Пастернак. Полное собрание сочинений в 11 томах";"2005";"книга";"омонимия снята вручную";"288";"3609";"н-возраст";"н-уровень";"большая";"Когда, наконец, польет и обе пары рельсов полетят вдоль косых плетней, спасаясь от черной водяной ночи, спущенной на них; когда, бушующая, впопыхах она на бегу прокричит вам, чтобы вы ее не боялись, что ее зовут ливнем, любовью и еще как-то, я расскажу вам, что родители похищаемого мальчика с вечера вычистили свое пике и было еще очень рано, когда, белоснежные, как на партию тенниса, они прошли темным еще садом и вышли к столбу с обозначением станции в то самое мгновенье, как пузатая тарелка паровика, выкатываясь из-за огородничества, обволокла турецкую кондитерскую клубами желтого, одышлого дыма. ";"2115:21:23"
" ясмищусярт ,мыннишра с ,икледес йондем йокосыв";"ан";"высокой медной седелки, с аршинным, трясущимся ";"на";" ";"бегу птичьим пером, торчащим из подстриженной";"И. А. Бунин. Господин из Сан-Франциско (1915)";"И. А. Бунин";"1870";"Господин из Сан-Франциско";"1915";"художественная";"рассказ";"";"И. А. Бунин. Стихотворения. Рассказы. Повести";"1973";"книга";"омонимия снята вручную";"191";"6283";"н-возраст";"н-уровень";"очень большая";"Извозчик, квелый человек с красными глазами, в старом пиджачке с короткими рукавами и в сбитых башмаках, был с похмелья, ― целую ночь играл в кости в траттории, ― и все хлестал свою крепкую лошадку, по-сицилийски разряженную, спешно громыхающую всяческими бубенцами на уздечке в цветных шерстяных помпонах и на остриях высокой медной седелки, с аршинным, трясущимся на бегу птичьим пером, торчащим из подстриженной челки. ";"2062:159:53"
"";"аН";"";"На";" ";"бегу он подпрыгивал, всплескивал руками, и";"А. П. Чехов. Скрипка Ротшильда (1894)";"А. П. Чехов";"1860";"Скрипка Ротшильда";"1894";"художественная";"рассказ";"";"А.П. Чехов. Полное собрание сочинений и писем";"1974";"книга";"омонимия снята вручную";"223";"3029";"н-возраст";"н-уровень";"очень большая";"На бегу он подпрыгивал, всплескивал руками, и видно было, как вздрагивала его длинная, тощая спина. ";"1911:143:0"
" ябес доп яарибдоп и аторов еынзовкс";"ан";"сквозные ворота и подбирая под себя ";"на";" ";"бегу свои пятки так, как будто";"Ф. М. Достоевский. Господин Прохарчин (1846)";"Ф. М. Достоевский";"1821";"Господин Прохарчин";"1846";"художественная";"повесть";"";"Большая хрестоматия. Русская литература XIX века";"2003";"книга";"омонимия снята вручную";"361";"10027";"н-возраст";"н-уровень";"очень большая";"Толпа густела-густела, мужик кричал, и, цепенея от ужаса, господин Прохарчин вдруг припомнил, что мужик― тот самый извозчик, которого он ровно пять лет назад надул бесчеловечнейшим образом, скользнув от него до расплаты в сквозные ворота и подбирая под себя на бегу свои пятки так, как будто бы бежал босиком по раскаленной плите. ";"1916:125:39"
" ;езегараК мохил ан лакакс тамазА ― ьлып";"ан";"пыль ― Азамат скакал на лихом Карагезе; ";"на";" ";"бегу Казбич выхватил из чехла ружье";"М. Ю. Лермонтов. Герой нашего времени (1839-1841)";"М. Ю. Лермонтов";"1814";"Герой нашего времени";"1839-1841";"художественная";"роман";"";"М.Ю. Лермонтов. Собрание сочинений в 4 томах";"1958";"книга";"омонимия снята вручную";"2991";"41563";"н-возраст";"н-уровень";"очень большая";"Вдали вилась пыль ― Азамат скакал на лихом Карагезе; на бегу Казбич выхватил из чехла ружье и выстрелил, с минуту он остался неподвижен, пока не убедился, что дал промах; потом завизжал, ударил ружье о камень, разбил его вдребезги, повалился на землю и зарыдал, как ребенок… ";"1940:341:8"
" анфаД яанромарм яаксвеининреб а ,»узор ан";"ан";"на розу», а берниниевская мраморная Дафна ";"на";" ";"бегу прирастает к земле и превращается";"Владислав Дегтярев. Сатурн или Время и барочный космос // «Знание ― сила», 2020";"Владислав Дегтярев";"1974";"Сатурн или Время и барочный космос";"2020";"учебно-научная";"статья";"наука и технологии | культурология";"«Знание ― сила»";"2020";"журнал";"омонимия не снята";"120";"2230";"н-возраст";"н-уровень";"большая";"Не «роза кивает на девушку, девушка кивает на розу», а берниниевская мраморная Дафна на бегу прирастает к земле и превращается в дерево. ";"131208:18:13"
" ,унфаД минмопсв( есв ов огесв иицамрофснарт";"ан";"трансформации всего во все (вспомним Дафну, ";"на";" ";"бегу прирастающую к земле) и изображения";"Владислав Дегтярев. Сатурн или Время и барочный космос // «Знание ― сила», 2020";"Владислав Дегтярев";"1974";"Сатурн или Время и барочный космос";"2020";"учебно-научная";"статья";"наука и технологии | культурология";"«Знание ― сила»";"2020";"журнал";"омонимия не снята";"120";"2230";"н-возраст";"н-уровень";"большая";"Также синонимами модернизации становятся трансформации всего во все (вспомним Дафну, на бегу прирастающую к земле) и изображения мира, лишенного прочного основания (как у Кирхера). ";"131208:52:10"
"";"аН";"";"На";" ";"бегу по темной и притихшей тундре";"Юрий Грициенко. Кричала и сама смерть // «Дальний Восток», 2019";"Юрий Грициенко";"1936";"Кричала и сама смерть";"2019";"художественная";"рассказ";"";"«Дальний Восток»";"2019";"журнал";"омонимия не снята";"123";"1478";"н-возраст";"н-уровень";"большая";"На бегу по темной и притихшей тундре вслух стал молиться всему тому, что я видел и что меня окружало. ";"60203:92:0"
" асевоП";"ан";"Повеса ";"на";" ";"бегу обнимал за плечи нежную и";"Анна Русских. Не спрашивай почему, или дождливое лето // «Дальний Восток», 2019";"Анна Русских";"";"Не спрашивай почему, или дождливое лето";"2019";"художественная";"повесть";"";"«Дальний Восток»";"2019";"журнал";"омонимия не снята";"2707";"31284";"н-возраст";"н-уровень";"большая";"Повеса на бегу обнимал за плечи нежную и тоненькую девушку. ";"60185:1521:1"
"";"аН";"";"На";" ";"бегу вытащил из жилетного кармана часы";"Гузель Яхина. Дети мои (2018)";"Гузель Яхина";"1977";"Дети мои";"2018";"художественная";"роман";"";"Гюзель Яхина. Дети мои";"2018";"книга";"омонимия не снята";"7865";"116327";"н-возраст";"н-уровень";"большая";"На бегу вытащил из жилетного кармана часы ― стоят. ";"22962:516:0"
" тяде ,асям огонм или уде юундовелгуокосыв";"ан";"высокоуглеводную еду или много мяса, едят ";"на";" ";"бегу, особенно если живут одни. ";"Адриана Имж. О чем молчат мужчины (15.02.2018) // «Сноб», 2018";"Адриана Имж";"1984";"О чем молчат мужчины";"15.02.2018";"публицистика | нехудожественная";"статья";"политика и общественная жизнь | частная жизнь";"«Сноб»";"2018";"электронное издание";"омонимия не снята";"41";"592";"н-возраст";"н-уровень";"большая";"Мужчины часто выбирают высокоуглеводную еду или много мяса, едят на бегу, особенно если живут одни. ";"59718:28:9"
" ,имаквыру ласиП";"ан";"Писал урывками, ";"на";" ";"бегу. ";"В. О. Авченко. Фадеев (2017)";"В. О. Авченко";"1980";"Фадеев";"2017";"публицистика | нехудожественная";"биография";"частная жизнь";"Авченко В. О. Фадеев";"2017";"книга";"омонимия не снята";"6675";"95138";"н-возраст";"н-уровень";"большая";"Писал урывками, на бегу. ";"24748:5782:2"
" яавысялпирп ,ьчорп яслисорб йикьнелам сачтоТ";"ан";"Тотчас маленький бросился прочь, приплясывая ";"на";" ";"бегу, а Леонидыч медленно повернулся, и";"О. А. Славникова. 2017 (2017)";"О. А. Славникова";"1957";"2017";"2017";"художественная";"роман";"";"О. А. Славникова, «2017», издательство «Вагриус», 2017";"2017";"книга";"омонимия не снята";"7534";"132211";"н-возраст";"н-уровень";"большая";"Тотчас маленький бросился прочь, приплясывая на бегу, а Леонидыч медленно повернулся, и колени его подкосились в одну сторону, а сам он осел в другую. ";"24247:1159:5"
" иларидс еигонМ";"ан";"Многие сдирали ";"на";" ";"бегу тяжелые шинели, доставая железные прутья";"О. А. Славникова. 2017 (2017)";"О. А. Славникова";"1957";"2017";"2017";"художественная";"роман";"";"О. А. Славникова, «2017», издательство «Вагриус», 2017";"2017";"книга";"омонимия не снята";"7534";"132211";"н-возраст";"н-уровень";"большая";"Многие сдирали на бегу тяжелые шинели, доставая железные прутья, похожие на гири от ходиков самодельные нунчаки. ";"24247:3879:2"
" мелетяирп миндо с лыб никшуП евксоМ";"ан";"Москве Пушкин был с одним приятелем ";"на";" ";"бегу. ";"Мария Нестеренко. С ними не соскучишься. Выжигин, Калиостро и другие трикстеры русской литературы (07.04.2017)";"Мария Нестеренко";"";"С ними не соскучишься. Выжигин, Калиостро и другие трикстеры русской литературы";"07.04.2017";"публицистика | нехудожественная";"статья";"искусство и культура";"";"";"электронное издание";"омонимия не снята";"117";"1638";"н-возраст";"н-уровень";"большая";"Подобную историю упоминает издатель «Русского архива» П.И. Бартенев:  «В Москве Пушкин был с одним приятелем на бегу. ";"55933:45:16"
" ,»вецвофьла« еорт ьсилуник умен К";"ан";"К нему кинулись трое «альфовцев», ";"на";" ";"бегу что-то делая со своими приспособами";"А. А. Бушков. Ближе, бандерлоги! (2016)";"А. А. Бушков";"1956";"Ближе, бандерлоги!";"2016";"художественная";"роман";"";"А. А. Бушков, «Ближе, бандерлоги!», издательство «Просвещение», 2016 г.";"2016";"книга";"омонимия не снята";"4799";"54313";"н-возраст";"н-уровень";"большая";"К нему кинулись трое «альфовцев», на бегу что-то делая со своими приспособами ― сначала они показались Мазуру копьями, но он тут же сообразил, что это к длинным шестам приделаны отрезки толстой арматуры, сейчас их установят перпендикулярно древку, и по стеклу ― самое то… ";"22331:4401:5"
" ,рузаМ и ― араду юицнатсид ан ясьтарбод";"ан";"добраться на дистанцию удара ― и Мазур, ";"на";" ";"бегу сорвав ружье с плеча, выстрелил";"А. А. Бушков. Ближе, бандерлоги! (2016)";"А. А. Бушков";"1956";"Ближе, бандерлоги!";"2016";"художественная";"роман";"";"А. А. Бушков, «Ближе, бандерлоги!», издательство «Просвещение», 2016 г.";"2016";"книга";"омонимия не снята";"4799";"54313";"н-возраст";"н-уровень";"большая";"Они никак не успевали добраться на дистанцию удара ― и Мазур, на бегу сорвав ружье с плеча, выстрелил метров с пяти, передернул цевье и выстрелил еще раз, рядом несколько раз бабахнула пушка Лаврика. ";"22331:4479:10"
" ьтялертс отсорп ен иличу оньлетаратс хи";"ан";"их старательно учили не просто стрелять ";"на";" ";"бегу, а еще и непременно попадать… ";"А. А. Бушков. Ближе, бандерлоги! (2016)";"А. А. Бушков";"1956";"Ближе, бандерлоги!";"2016";"художественная";"роман";"";"А. А. Бушков, «Ближе, бандерлоги!», издательство «Просвещение», 2016 г.";"2016";"книга";"омонимия не снята";"4799";"54313";"н-возраст";"н-уровень";"большая";"Ну, и все заряды попали в цель, конечно ― их старательно учили не просто стрелять на бегу, а еще и непременно попадать… ";"22331:4480:14"
" алачирк ― ,ьсетйунлов еН";"ан";"Не волнуйтесь, ― кричала ";"на";" ";"бегу инспекторша. ";"Андрей Клепаков. Опекун // «Волга», 2016";"Андрей Клепаков";"1955";"Опекун";"2016";"художественная";"повесть";"";"«Волга»";"2016";"журнал";"омонимия не снята";"5371";"34988";"н-возраст";"н-уровень";"большая";"Не волнуйтесь, ― кричала на бегу инспекторша. ";"62224:169:3"
"";"аН";"";"На";" ";"бегу она сбросила с плеча рюкзак";"Сергей Шикера. Египетское метро // «Волга», 2016";"Сергей Шикера";"1957";"Египетское метро";"2016";"художественная";"роман";"";"«Волга»";"2016";"журнал";"омонимия не снята";"7240";"64551";"н-возраст";"н-уровень";"большая";"На бегу она сбросила с плеча рюкзак и сунула в него руку. ";"62183:4835:0"
" и мосуборэа телзв ан мищюавилурыв аз";"ан";"за выруливающим на взлет аэробусом и ";"на";" ";"бегу вдохнуть один единственный, чуть перепачканный";"М. Б. Бару. Принцип неопределенности // «Волга», 2015";"М. Б. Бару";"1958";"Принцип неопределенности";"2015";"художественная";"рассказ";"";"«Волга»";"2015";"журнал";"омонимия не снята";"1476";"24341";"н-возраст";"н-уровень";"большая";"Короче говоря, если дышать апрельским воздухом хотя бы полчаса или даже четверть часа, то в голове наступает такая неопределенность координат, времени, энергии… возникают такие импульсы, что хочется взлететь… или сесть, к примеру, за письменный стол и написать книгу «Искусство воздушного поцелуя» и в ней вывести уравнение, по которому можно определить максимальное количество воздушных поцелуев, посылаемых за один выдох или принимаемых за один вдох, или высчитать, сколько поцелуев может поместиться на одной широкой ладони с толстыми пальцами или на двух узких с тонкими и с какой начальной скоростью эти поцелуи надо сдувать, чтобы вызвать легкое смущение или сильное волнение, или приятную слабость в коленках… или не рассчитывать, не писать, а сконструировать специальное устройство, вроде того, что придумали для пускания мыльных пузырей, но для воздушных поцелуев, и выйти с ним на балкон седьмого или десятого, или пятнадцатого этажа, набрать в легкие побольше воздуха… или не выходить, а, наоборот, поехать на Курский… нет, Савеловский… нет, Ленинградский вокзал, побежать изо всех сил за набирающей ход «Красной стрелой» … или в Домодедово, или в Шереметьево за выруливающим на взлет аэробусом и на бегу вдохнуть один единственный, чуть перепачканный губной помадой кораллового или карминного, или темно-вишневого цвета воздушный поцелуй, а уж потом вернуться домой и написать книгу… или не книгу, а письмо… или не возвращаться, а тут же, в кассе, купить билет, подняться по трапу, сесть в вагон, пристегнуться и взлететь… ";"62095:259:175"
" ,коженс типел удох ан ,аборгус зи";"ан";"из сугроба, на ходу лепит снежок, ";"на";" ";"бегу кидает. ";"Герман Бер. Сулико // «Волга», 2015";"Герман Бер";"1970";"Сулико";"2015";"художественная";"повесть";"";"«Волга»";"2015";"журнал";"омонимия не снята";"1364";"14414";"н-возраст";"н-уровень";"большая";"он зачерпывает из сугроба, на ходу лепит снежок, на бегу кидает. ";"62138:167:8"
"( еынмузеб как угереб оп илагеб ,имагон";"ан";"ногами, бегали по берегу как безумные (";"на";" ";"бегу гнус сдувало с кожи), кто-то";"Гузель Яхина. Зулейха открывает глаза (2015)";"Гузель Яхина";"1977";"Зулейха открывает глаза";"2015";"художественная";"роман";"";"";"2015";"книга";"омонимия не снята";"9930";"103292";"н-возраст";"н-уровень";"большая";"У кого были силы ― размахивали руками и ногами, бегали по берегу как безумные (на бегу гнус сдувало с кожи), кто-то омывал расчесанные в кровь руки и ноги в ледяной ангарской воде, кто-то, надрывно кашляя, с покрасневшими глазами, курился в едком дыму костра, немного спасавшем от насекомых. ";"22963:6036:13"
" ьсяакытопС";"ан";"Спотыкаясь ";"на";" ";"бегу и зачерпывая валенками снег, она";"Гузель Яхина. Зулейха открывает глаза (2015)";"Гузель Яхина";"1977";"Зулейха открывает глаза";"2015";"художественная";"роман";"";"";"2015";"книга";"омонимия не снята";"9930";"103292";"н-возраст";"н-уровень";"большая";"Спотыкаясь на бегу и зачерпывая валенками снег, она бросается к лазарету. ";"22963:8824:1"
