"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Sentences";"Words";"Audience_age";"Audience_level";"Audience_size";"Full context";"Example source"
" яавирывшсар ,ецилу оп яслатемаз екинап в";"ан";"в панике заметался по улице, расшвыривая ";"на";" ";"бегу листья, мирно лежащие на тротуаре";"Гоар Маркосян-Каспер. Кариатиды // «Звезда», 2003";"Гоар Маркосян-Каспер";"";"Кариатиды";"2003";"художественная";"роман";"";"«Звезда»";"2003";"журнал";"омонимия не снята";"2906";"52805";"н-возраст";"н-уровень";"большая";"Промокший до нитки ветер в панике заметался по улице, расшвыривая на бегу листья, мирно лежащие на тротуаре, те, потревоженные вдруг в своем безвыходном самоуглублении, взлетали вверх, сначала нехотя, потом, припомнив прошлое, начинали отчаянно подпрыгивать, стараясь дотянуться до опустевших веток, уцепиться за них, но, осознав тщету своих усилий, вновь апатично оседали на асфальт… ";"62410:7:10"
" иханом еынреЧ";"ан";"Черные монахи ";"на";" ";"бегу выхватывали из-под ряс складные косы";"Михаил Елизаров. Pasternak (2003)";"Михаил Елизаров";"";"Pasternak";"2003";"художественная";"роман";"";"М. Елизаров. Pasternak";"2003";"книга";"омонимия не снята";"5657";"55849";"взрослый";"н-уровень";"большая";"Черные монахи на бегу выхватывали из-под ряс складные косы, открывали их лезвия. ";"33842:2440:2"
"-ывксоМ икищвориткеорП";"ан";"Проектировщики Москвы-";"на";"-";"бегу во всяком переносе столичного пункта";"Дмитрий Замятин. Метагеография русских столиц // «Октябрь», 2003";"Дмитрий Замятин";"";"Метагеография русских столиц";"2003";"публицистика | нехудожественная";"эссе";"искусство и культура";"«Октябрь»";"2003";"журнал";"омонимия не снята";"274";"3983";"н-возраст";"н-уровень";"большая";"Проектировщики Москвы-на-бегу во всяком переносе столичного пункта выдвигали его на край освоенного метрополией пространства, навстречу очередной ключевой проблеме, в опережение ситуации, как в случае с АТР. ";"61027:230:2"
" ,»ьтсоньлетачемирпотсод« в ,танопскэ йынйезум в ястеащарверп";"ан";"превращается в музейный экспонат, в «достопримечательность», ";"на";" ";"бегу осматриваемую туристами. ";"Н. В. Кожевникова. Сосед по Лаврухе (2003)";"Н. В. Кожевникова";"1949";"Сосед по Лаврухе";"2003";"публицистика";"мемуары";"частная жизнь | искусство и культура";"Кожевникова Надежда. Сосед по Лаврухе. М.: Аграф, 2003";"2003";"книга";"омонимия не снята";"5317";"74615";"н-возраст";"н-уровень";"большая";"Одна из бед Большого ― утрата им своего постоянного зрителя, без чьей любви театр вымерзает, превращается в музейный экспонат, в «достопримечательность», на бегу осматриваемую туристами. ";"23178:4200:20"
" алачирказ ― !уди я ,амаМ";"ан";"Мама, я иду! ― закричала ";"на";" ";"бегу Татьяна, спускаясь, а мужу гневно";"Людмила Петрушевская. Город Света // «Октябрь», 2003";"Людмила Петрушевская";"1938";"Город Света";"2003";"художественная";"сказка";"";"«Октябрь»";"2003";"журнал";"омонимия не снята";"2456";"20304";"н-возраст";"н-уровень";"большая";"Мама, я иду! ― закричала на бегу Татьяна, спускаясь, а мужу гневно сказала: ― Лови Кузю, раз ничего больше не можешь!  ";"60966:2377:4"
" хишвытсаз онволс ,нищнеж и йетед ырутпьлукс";"ан";"скульптуры детей и женщин, словно застывших ";"на";" ";"бегу. ";"Александр Проханов. Каждый пятый русский ― Карбышев (2003) // «Завтра», 14.01.2003";"Александр Проханов";"1938";"Каждый пятый русский ― Карбышев";"2003";"публицистика | нехудожественная";"статья";"политика и общественная жизнь";"«Завтра»";"14.01.2003";"газета";"омонимия не снята";"38";"550";"н-возраст";"н-уровень";"средняя";"Среди ледяных теремков и хрустальных дворцов можно было увидеть выполненные в реалистической манере скульптуры детей и женщин, словно застывших на бегу. ";"19303:33:19"
" яслунребо !шьнируА";"ан";"Ауриньш! обернулся ";"на";" ";"бегу замкомвзвод Леха Мамонт, Почему в";"Николай Рубан. Тельняшка для киборга (2003) // «Боевое искусство планеты», 18.10.2003";"Николай Рубан";"";"Тельняшка для киборга";"2003";"художественная";"повесть";"армия и вооруженные конфликты";"«Боевое искусство планеты»";"18.10.2003";"журнал";"омонимия не снята";"1414";"15696";"н-возраст";"н-уровень";"средняя";"Ауриньш! обернулся на бегу замкомвзвод Леха Мамонт, Почему в тельнике?  ";"8712:473:2"
" адоВ";"ан";"Вода ";"на";" ";"бегу толкается, подпинывает под коленки, вынимая";"Игорь Сахновский. Ревнивый бог случайностей // «Октябрь», 2003";"Игорь Сахновский";"1958";"Ревнивый бог случайностей";"2003";"художественная";"рассказ";"";"«Октябрь»";"2003";"журнал";"омонимия не снята";"1405";"13175";"н-возраст";"н-уровень";"большая";"Вода на бегу толкается, подпинывает под коленки, вынимая галечное дно из-под ног. ";"60973:1067:1"
" витавхс ,ялордигреп имаделс ос солов хынмет";"ан";"темных волос со следами пергидроля, схватив ";"на";" ";"бегу сигареты, ринулась на улицу. ";"Кира Сурикова. Шарик (2003)";"Кира Сурикова";"1965";"Шарик";"2003";"художественная";"рассказ";"";"Кира Сурикова. «Несладкий чай»";"2003";"книга";"омонимия не снята";"202";"1756";"н-возраст";"н-уровень";"большая";"Продавщица въехала в косяк и, вильнув своим круглым, как глаза, задом в коротком платьице и собранной в пучок стайкой темных волос со следами пергидроля, схватив на бегу сигареты, ринулась на улицу. ";"53177:135:25"
" ,имаквыру ласиП";"ан";"Писал урывками, ";"на";" ";"бегу. ";"Григорий Фукс. Двое в барабане // «Звезда», 2003";"Григорий Фукс";"";"Двое в барабане";"2003";"публицистика | нехудожественная";"повесть";"искусство и культура";"«Звезда»";"2003";"журнал";"омонимия не снята";"2982";"36042";"н-возраст";"н-уровень";"большая";"Писал урывками, на бегу. ";"62324:1319:2"
" оге юазыргод я ,егород оп онелпук";"ан";"куплено по дороге, я догрызаю его ";"на";" ";"бегу, кидаю огрызок в распахнутое окно";"Сергей Шаргунов. Ура! (2003)";"Сергей Шаргунов";"1980";"Ура!";"2003";"художественная";"повесть";"";"Сергей Шаргунов. Ура! М.: «Альпина Нон-фикшн», 2012";"2012";"книга";"омонимия не снята";"3502";"24006";"н-возраст";"н-уровень";"большая";"Сочное яблоко куплено по дороге, я догрызаю его на бегу, кидаю огрызок в распахнутое окно третьего этажа. ";"24125:2098:8"
" ывшодоп еыннавосиран оньлетащт ― хакамшаб или имащинелог";"ан";"голенищами или башмаках ― тщательно нарисованные подошвы ";"на";" ";"бегу, каблуки, портупея ― все это было";"Алексей Щеглов. Фаина Раневская: вся жизнь (2003)";"Алексей Щеглов";"1939";"Фаина Раневская: вся жизнь";"2003";"публицистика | нехудожественная";"биография";"";"Алексей Щеглов. Фаина Раневская. Вся жизнь";"2003";"книга";"омонимия не снята";"6968";"83152";"н-возраст";"н-уровень";"большая";"Ваня Васильчиков на тонких графических рисунках всегда в роскошных сапогах с голенищами или башмаках ― тщательно нарисованные подошвы на бегу, каблуки, портупея ― все это было очень красиво, в ракурсах. ";"59977:1519:17"
" есв ,адгесв как ,ад ― ьтировогоп ,ьтедисоп";"ан";"посидеть, поговорить ― да, как всегда, все ";"на";" ";"бегу. ";"Сергей Эйгенсон. Дима и Василий Алексеевич (2003) // Интернет-альманах «Лебедь», 07.07.2003";"Сергей Эйгенсон";"";"Дима и Василий Алексеевич";"2003";"публицистика | нехудожественная";"мемуары";"частная жизнь";"Интернет-альманах «Лебедь»";"07.07.2003";"электронное издание";"омонимия не снята";"345";"5308";"н-возраст";"н-уровень";"средняя";"Надо было найти его в один из приездов в родной город, встретиться, посидеть, поговорить ― да, как всегда, все на бегу. ";"2410:313:18"
"";"аН";"";"На";" ";"бегу два раза выстрелил. ";"Проклятое золото (2003) // «Криминальная хроника», 24.06.2003";"неизвестный";"";"Проклятое золото";"2003";"публицистика | нехудожественная";"статья";"криминал";"«Криминальная хроника»";"24.06.2003";"газета";"омонимия не снята";"175";"1615";"н-возраст";"н-уровень";"большая";"На бегу два раза выстрелил. ";"2097:113:0"
" ЯСТЮЯНЛОПЫВ ЫМЕИРП ЕСВ";"АН";"ВСЕ ПРИЕМЫ ВЫПОЛНЯЮТСЯ ";"НА";" ";"БЕГУ. ";"Различия и особенности в постановке удара (2003) // «Боевое искусство планеты», 08.12.2003";"неизвестный";"";"Различия и особенности в постановке удара";"2003";"публицистика | нехудожественная";"статья";"армия и вооруженные конфликты";"«Боевое искусство планеты»";"08.12.2003";"журнал";"омонимия не снята";"414";"5263";"н-возраст";"н-уровень";"средняя";"ВСЕ ПРИЕМЫ ВЫПОЛНЯЮТСЯ НА БЕГУ. ";"8731:355:3"
" сеП";"ан";"Пес ";"на";" ";"бегу грыз ветку или кость. ";"Андрей Дмитриев. Призрак театра (2002-2003) // «Знамя», 2003";"Андрей Дмитриев";"1956";"Призрак театра";"2002-2003";"художественная";"повесть";"";"«Знамя»";"2003";"журнал";"омонимия не снята";"1971";"24979";"н-возраст";"н-уровень";"большая";"Пес на бегу грыз ветку или кость. ";"62239:1925:1"
" ьсяахыдаз ,укур юом оньлоб вунситс ,амам";"ан";"мама, стиснув больно мою руку, задыхаясь ";"на";" ";"бегу, говорила:  «Главное ― опоздать… собак не";"Людмила Гурченко. Аплодисменты (1994-2003)";"Людмила Гурченко";"1935";"Аплодисменты";"1994-2003";"публицистика | нехудожественная";"мемуары";"";"Людмила Гурченко. Аплодисменты";"2004";"книга";"омонимия не снята";"21622";"179466";"н-возраст";"н-уровень";"большая";"А когда побежали и мы, мама, стиснув больно мою руку, задыхаясь на бегу, говорила:  «Главное ― опоздать… собак не бойся… кусают тех, кто паникует. ";"22882:3095:11"
" тоТ";"ан";"Тот ";"на";" ";"бегу отвечал:  «Я вижу, что Папа";"митрополит Питирим (Нечаев). Русь уходящая (1993-2003)";"митрополит Питирим (Нечаев)";"1926";"Русь уходящая";"1993-2003";"публицистика | нехудожественная";"мемуары";"частная жизнь | история | религия";"Питирим (Нечаев), митрополит. Русь уходящая: Рассказы митрополита";"2007";"книга";"омонимия не снята";"8052";"107251";"н-возраст";"н-уровень";"большая";"Тот на бегу отвечал:  «Я вижу, что Папа, потому и бегу!  ";"23353:5376:1"
" ежу отэ ,йиксняьлати ан гротсов левереп";"ан";"перевел восторг на итальянский, это уже ";"на";" ";"бегу, удаляясь в сопровождении чавкающего припева";"Нина Воронель. Без прикрас. Воспоминания (1975-2003)";"Нина Воронель";"1932";"Без прикрас. Воспоминания";"1975-2003";"публицистика | нехудожественная";"мемуары";"";"Н. Воронель. Без прикрас. Воспоминания";"2003";"книга";"омонимия не снята";"7208";"125929";"н-возраст";"н-уровень";"большая";"Поглядьи, как красыво! ― воскликнул он и тут же поспешно перевел восторг на итальянский, это уже на бегу, удаляясь в сопровождении чавкающего припева башмаков по жидкой грязи. ";"59979:1279:15"
" яяротвоп ,йиксвокраТ йыннешореъзв лажебыв ортсыб ,екчотин";"ан";"ниточке, быстро выбежал взъерошенный Тарковский, повторяя ";"на";" ";"бегу одну и ту же фразу";"Нина Воронель. Без прикрас. Воспоминания (1975-2003)";"Нина Воронель";"1932";"Без прикрас. Воспоминания";"1975-2003";"публицистика | нехудожественная";"мемуары";"";"Н. Воронель. Без прикрас. Воспоминания";"2003";"книга";"омонимия не снята";"7208";"125929";"н-возраст";"н-уровень";"большая";"Оттуда, словно марионетка на ниточке, быстро выбежал взъерошенный Тарковский, повторяя на бегу одну и ту же фразу-заклинание, будто она была запрограммирована в нем, как в шарманке:  ";"59979:1364:10"
" но лавикиркыв ― ,онсарпан И";"ан";"И напрасно, ― выкрикивал он ";"на";" ";"бегу. ";"Нина Воронель. Без прикрас. Воспоминания (1975-2003)";"Нина Воронель";"1932";"Без прикрас. Воспоминания";"1975-2003";"публицистика | нехудожественная";"мемуары";"";"Н. Воронель. Без прикрас. Воспоминания";"2003";"книга";"омонимия не снята";"7208";"125929";"н-возраст";"н-уровень";"большая";"И напрасно, ― выкрикивал он на бегу. ";"59979:6105:4"
" ынищнеж ьтселерп юсв ьтипси отч ,теанз";"ан";"знает, что испить всю прелесть женщины ";"на";" ";"бегу, на ходу нельзя, поэтому его";"Елена Белкина. От любви до ненависти (2002)";"Елена Белкина";"";"От любви до ненависти";"2002";"художественная";"роман";"";"Елена Белкина. От любви до ненависти";"2002";"книга";"омонимия не снята";"10145";"79175";"н-возраст";"н-уровень";"большая";"Это, само собой, требует времени, но Борис, как истинный гурман, знает, что испить всю прелесть женщины на бегу, на ходу нельзя, поэтому его связи тянутся не меньше полугода, но и не больше двух лет. ";"52859:7331:16"
" нелвонатсо ьрепет лыб вецьлоксО ,едорог мондо";"ан";"одном городе, Оскольцев был теперь остановлен ";"на";" ";"бегу и лишен пищи, в которой";"Дмитрий Быков. Орфография (2002)";"Дмитрий Быков";"1967";"Орфография";"2002";"художественная";"роман";"";"Быков Д. «Орфография»";"2003";"книга";"омонимия не снята";"15537";"186579";"н-возраст";"н-уровень";"большая";"Вечно боявшийся замкнутости и неподвижности, трех дней не способный высидеть в одном городе, Оскольцев был теперь остановлен на бегу и лишен пищи, в которой больше всего нуждался, ― пищи для острых глаз и неутомимого ума. ";"22333:1184:17"
" авокерГ сортаМ";"ан";"Матрос Грекова ";"на";" ";"бегу кричала кому-то из домашних на";"Варвара Синицына. Муза и генерал (2002)";"Варвара Синицына";"";"Муза и генерал";"2002";"художественная";"роман";"";"Варвара Синицына. Муза и генерал";"2002";"книга";"омонимия не снята";"5791";"63255";"н-возраст";"н-уровень";"большая";"Матрос Грекова на бегу кричала кому-то из домашних на верхнем этаже:  ";"52888:1624:2"
" алисорб ― ?мокак ан ыв отЭ";"ан";"Это вы на каком? ― бросила ";"на";" ";"бегу Скоморохова. ";"Варвара Синицына. Муза и генерал (2002)";"Варвара Синицына";"";"Муза и генерал";"2002";"художественная";"роман";"";"Варвара Синицына. Муза и генерал";"2002";"книга";"омонимия не снята";"5791";"63255";"н-возраст";"н-уровень";"большая";"Это вы на каком? ― бросила на бегу Скоморохова. ";"52888:1773:5"
" алисорб авохоромокС йен с ясяашвянвароП";"ан";"Поравнявшаяся с ней Скоморохова бросила ";"на";" ";"бегу:  ";"Варвара Синицына. Муза и генерал (2002)";"Варвара Синицына";"";"Муза и генерал";"2002";"художественная";"роман";"";"Варвара Синицына. Муза и генерал";"2002";"книга";"омонимия не снята";"5791";"63255";"н-возраст";"н-уровень";"большая";"Поравнявшаяся с ней Скоморохова бросила на бегу:  ";"52888:3797:5"
" ,мосон ьтапюлх овисаркен яашважлодорп ,акчорИ";"ан";"Ирочка, продолжавшая некрасиво хлюпать носом, ";"на";" ";"бегу пыталась что-то сказать мне, но";"Варвара Синицына. Муза и генерал (2002)";"Варвара Синицына";"";"Муза и генерал";"2002";"художественная";"роман";"";"Варвара Синицына. Муза и генерал";"2002";"книга";"омонимия не снята";"5791";"63255";"н-возраст";"н-уровень";"большая";"Ирочка, продолжавшая некрасиво хлюпать носом, на бегу пыталась что-то сказать мне, но суета людей и машин развела нас в разные стороны; в этом гомоне я потеряла ее. ";"52888:4307:5"
" тищерев ― ,ламудереп нО";"ан";"Он передумал, ― верещит ";"на";" ";"бегу Ленка, ― он не устоял!  ";"Мария Галина. Покрывало для Аваддона (2002)";"Мария Галина";"1958";"Покрывало для Аваддона";"2002";"художественная";"повесть";"";"Мария Галина, «Покрывало для Аваддона»";"2002";"книга";"омонимия не снята";"2822";"18323";"н-возраст";"н-уровень";"большая";"Он передумал, ― верещит на бегу Ленка, ― он не устоял!  ";"22735:2472:3"
" онняотсоп ― )нуоХ идлоГ( юьвобюл йоратс йеовс";"ан";"своей старой любовью (Голди Хоун) ― постоянно ";"на";" ";"бегу и постреливая. ";"Андрей Гусев. Отдыхай! (2002) // «Биржа плюс свой дом» (Н. Новгород), 14.10.2002";"Андрей Гусев";"";"Отдыхай!";"2002";"публицистика | нехудожественная";"статья";"досуг, зрелища и развлечения";"«Биржа плюс свой дом» (Н. Новгород)";"14.10.2002";"газета";"омонимия не снята";"74";"1160";"н-возраст";"н-уровень";"средняя";"Ироничный боевик Джона Бэдхема «Птичка на проводе»  (СТС, 21.00, воскресенье, 12.30): за героем Мела Гибсона носится свора бандитов, а он выясняет отношения со своей старой любовью (Голди Хоун) ― постоянно на бегу и постреливая. ";"924:25:30"
" ьшеуж адгок ,воксук еьнатавх еоксдорог ен";"ан";"не городское хватанье кусков, когда жуешь ";"на";" ";"бегу. ";"Борис Екимов. На хуторе // «Новый Мир», 2002";"Борис Екимов";"1938";"На хуторе";"2002";"художественная";"рассказ | цикл";"";"«Новый Мир»";"2002";"журнал";"омонимия не снята";"2773";"18353";"н-возраст";"н-уровень";"большая";"Это ― не городское хватанье кусков, когда жуешь на бегу. ";"60624:448:7"
" :»йонвитропС« од »йоксдоболсовоН« то улэБ лажоворп";"ан";"провожал Бэлу от «Новослободской» до «Спортивной»: ";"на";" ";"бегу, в шуме метро, то и";"Георгий Елин. Шуточка (2002)";"Георгий Елин";"1959";"Шуточка";"2002";"художественная";"рассказ";"";"Георгий Елин. Книжка с картинками. Рассказы. Истории. Портреты. Дневники";"2008";"книга";"омонимия не снята";"97";"1321";"н-возраст";"н-уровень";"большая";"На общение нам отводилось меньше часа – пока провожал Бэлу от «Новослободской» до «Спортивной»: на бегу, в шуме метро, то и дело глядя на часы. ";"22633:58:13"
" яавигырпдоп ,ьрымх йыннагупереП";"ан";"Перепуганный хмырь, подпрыгивая ";"на";" ";"бегу и прищелкивая кривыми ножками, ловко";"Дмитрий Емец. Таня Гроттер и магический контрабас (2002)";"Дмитрий Емец";"1974";"Таня Гроттер и магический контрабас";"2002";"художественная";"роман";"";"Дмитрий Емец. Таня Гроттер и магический контрабас";"2002";"книга";"омонимия не снята";"7201";"70806";"подростковый";"н-уровень";"очень большая";"Перепуганный хмырь, подпрыгивая на бегу и прищелкивая кривыми ножками, ловко петлял по лабиринту, выбирая порой самые невероятные лазейки. ";"33866:5856:3"
" еыроток ,йинанз хынзарбоонзар автсежонм ,ивкрец ииротси";"ан";"истории церкви, множества разнообразных знаний, которые ";"на";" ";"бегу не схватишь. ";"Юрий Зубцов. Людмила Улицкая: про генетиков и бомжей (2002) // «Домовой», 04.03.2002";"Юрий Зубцов";"";"Людмила Улицкая: про генетиков и бомжей";"2002";"публицистика | нехудожественная";"интервью";"частная жизнь";"«Домовой»";"04.03.2002";"журнал";"омонимия не снята";"370";"3551";"н-возраст";"н-уровень";"большая";"Мне не хватает знаний по политической истории, по истории церкви, множества разнообразных знаний, которые на бегу не схватишь. ";"31964:23:14"
" ен а ,зеьресв ьталед отэ есВ";"ан";"Все это делать всерьез, а не ";"на";" ";"бегу. ";"Нина Катерли. «Сквозь сумрак бытия» // «Звезда», 2002";"Нина Катерли";"1934";"«Сквозь сумрак бытия»";"2002";"публицистика | нехудожественная";"повесть";"искусство и культура";"«Звезда»";"2002";"журнал";"омонимия не снята";"2732";"31786";"н-возраст";"н-уровень";"большая";"Все это делать всерьез, а не на бегу. ";"62375:288:6"
" яярет ен он ,рднилиц яянор ,унюлс";"ан";"слюну, роняя цилиндр, но не теряя ";"на";" ";"бегу сигары. ";"Николай Молок. Курить нельзя затягиваться. Дым коромыслом на двух новых выставках (2002) // «Известия», 11.02.2002";"Николай Молок";"";"Курить нельзя затягиваться. Дым коромыслом на двух новых выставках";"2002";"публицистика | нехудожественная";"статья";"искусство и культура";"«Известия»";"11.02.2002";"газета";"омонимия не снята";"107";"1137";"н-возраст";"н-уровень";"большая";"Гайдаровский буржуин улепетывает от Красной армии, разбрызгивая деньги вокруг, как слюну, роняя цилиндр, но не теряя на бегу сигары. ";"29329:49:16"
"";"аН";"";"На";" ";"бегу замечаю, что ноги не болят. ";"И. И. Моргулес. Записки обжоры // «Уральская новь», 2002";"И. И. Моргулес";"1939";"Записки обжоры";"2002";"художественная";"эссе";"";"«Уральская новь»";"2002";"журнал";"омонимия не снята";"2829";"30939";"н-возраст";"н-уровень";"большая";"На бегу замечаю, что ноги не болят. ";"61290:1273:0"
" и яотс ,хяьлутс ан ,улоп ан";"ан";"на полу, на стульях, стоя и ";"на";" ";"бегу, что трудно. ";"Екатерина Романова, Николай Романов. Дамы-козыри (2002)";"Екатерина Романова | Николай Романов";"";"Дамы-козыри";"2002";"художественная";"роман";"";"Екатерина и Николай Романовы. Дамы-козыри";"2002";"книга";"омонимия не снята";"8032";"67506";"н-возраст";"н-уровень";"большая";"Одежда летала по комнате, пока ее хозяева энергично овладевали друг другом на полу, на стульях, стоя и на бегу, что трудно. ";"52883:7758:17"
" тюавысарбс как ,янем алисорБ";"ан";"Бросила меня, как сбрасывают ";"на";" ";"бегу мешающую обувь. ";"Борис Хазанов. Праматерь (2002)";"Борис Хазанов";"1928";"Праматерь";"2002";"художественная";"рассказ";"";"Борис Хазанов. Город и сны";"2001";"книга";"омонимия не снята";"724";"8678";"н-возраст";"н-уровень";"большая";"Бросила меня, как сбрасывают на бегу мешающую обувь. ";"53200:696:4"
" ,икинжулсирп илажебыв яратла зИ";"ан";"Из алтаря выбежали прислужники, ";"на";" ";"бегу раскатывая красную дорожку ― от самых";"Елена Чижова. Лавра // «Звезда», 2002";"Елена Чижова";"";"Лавра";"2002";"художественная";"роман";"";"«Звезда»";"2002";"журнал";"омонимия не снята";"9355";"118142";"н-возраст";"н-уровень";"большая";"Из алтаря выбежали прислужники, на бегу раскатывая красную дорожку ― от самых царских врат. ";"62307:1112:4"
"";"аН";"";"На";" ";"бегу они вежливо здоровались, оглядывая меня";"Елена Чижова. Лавра // «Звезда», 2002";"Елена Чижова";"";"Лавра";"2002";"художественная";"роман";"";"«Звезда»";"2002";"журнал";"омонимия не снята";"9355";"118142";"н-возраст";"н-уровень";"большая";"На бегу они вежливо здоровались, оглядывая меня удивленно: в Академию я ходила редко, да и час был поздний. ";"62307:1924:0"
"";"аН";"";"На";" ";"бегу я думала, если и видели";"Елена Чижова. Лавра // «Звезда», 2002";"Елена Чижова";"";"Лавра";"2002";"художественная";"роман";"";"«Звезда»";"2002";"журнал";"омонимия не снята";"9355";"118142";"н-возраст";"н-уровень";"большая";"На бегу я думала, если и видели, пусть думают, растяпа, выбросила по ошибке, деньги, золотое колечко, да мало ли что… ";"62307:4547:0"
" ьсяавыдялго овилтеус ,хагон хищюебалс иксьлетадерп ан";"ан";"на предательски слабеющих ногах, суетливо оглядываясь ";"на";" ";"бегу. ";"Леонид Юзефович. Казароза (2002)";"Леонид Юзефович";"1947";"Казароза";"2002";"художественная";"роман";"";"Л. А. Юзефович. Казарова";"2005";"книга";"омонимия не снята";"4754";"48907";"н-возраст";"н-уровень";"большая";"Последние два квартала Вагин пробежал на предательски слабеющих ногах, суетливо оглядываясь на бегу. ";"22501:1039:11"
" или ещиволут теавичаровзар окзер кеволеч ,хянелок";"ан";"коленях, человек резко разворачивает туловище или ";"на";" ";"бегу вдруг падает на бок. ";"Ольга Яковлева. Мышь в коленке (2002) // «Семейный доктор», 15.09.2002";"Ольга Яковлева";"";"Мышь в коленке";"2002";"публицистика | нехудожественная";"статья";"здоровье и медицина";"«Семейный доктор»";"15.09.2002";"журнал";"омонимия не снята";"55";"663";"н-возраст";"н-уровень";"большая";"Это случается при сильнейших нагрузках на колено, когда опорная нога резко скручивается: например, стоя на коленях, человек резко разворачивает туловище или на бегу вдруг падает на бок. ";"14088:11:21"
" ен илсЕ";"ан";"Если не ";"на";" ";"бегу отвечать на этот вопрос, то";"Время дилетантов кончается (2002) // «Витрина читающей России», 13.09.2002";"неизвестный";"";"Время дилетантов кончается";"2002";"публицистика | нехудожественная";"интервью";"бизнес, коммерция, экономика, финансы";"«Витрина читающей России»";"13.09.2002";"журнал";"омонимия не снята";"154";"2071";"н-возраст";"н-уровень";"большая";"Если не на бегу отвечать на этот вопрос, то я бы отослал вас к монографии «Книжный рынок России: 1990-2000 годы. ";"14949:127:2"
" ― ,ециньлоб й-31 в сачйес тарб йом";"ан";"мой брат сейчас в 13-й больнице, ― ";"на";" ";"бегу бросает корреспондентам «Известий» хрупкая девушка. ";"После штурма (2002) // «Известия», 27.10.2002";"неизвестный";"";"После штурма";"2002";"публицистика | нехудожественная";"статья";"политика и общественная жизнь";"«Известия»";"27.10.2002";"газета";"омонимия не снята";"136";"1291";"н-возраст";"н-уровень";"большая";"Нам сказали, что мой брат сейчас в 13-й больнице, ― на бегу бросает корреспондентам «Известий» хрупкая девушка. ";"26348:23:9"
" есВ";"ан";"Все ";"на";" ";"бегу, все с лету. ";"Срочное погружение (2002) // «Домовой», 04.03.2002";"неизвестный";"";"Срочное погружение";"2002";"публицистика | нехудожественная";"статья";"наука и технологии | образование";"«Домовой»";"04.03.2002";"журнал";"омонимия не снята";"146";"1613";"н-возраст";"н-уровень";"большая";"Все на бегу, все с лету. ";"31948:5:1"
" еж кат есв ,ятаК И";"ан";"И Катя, все так же ";"на";" ";"бегу, охотно ему объясняет:  «Да это";"Владимир Шаров. Воскрешение Лазаря (1997-2002)";"Владимир Шаров";"1952";"Воскрешение Лазаря";"1997-2002";"художественная";"роман";"";"Владимир Шаров. Воскрешение Лазаря";"2002";"книга";"омонимия не снята";"6182";"115499";"н-возраст";"н-уровень";"большая";"И Катя, все так же на бегу, охотно ему объясняет:  «Да это не я, это брат мой, Феогност, в юродивые побежал». ";"53333:2975:5"
" линорбо тот йыроток ,янтсреп оготолоз еинещарвзов";"ан";"возвращение золотого перстня, который тот обронил ";"на";" ";"бегу, расположило ко мне деда-колдуна. ";"Вадим Бурлак. Хранители древних тайн (2001)";"Вадим Бурлак";"1949";"Хранители древних тайн";"2001";"публицистика | нехудожественная";"очерк";"путешествия | история | астрология, парапсихология, эзотерика";"Вадим Бурлак. Хранители древних тайн";"2001";"книга";"омонимия не снята";"9395";"83126";"н-возраст";"н-уровень";"большая";"Защита мальчишки, возвращение золотого перстня, который тот обронил на бегу, расположило ко мне деда-колдуна. ";"22330:626:8"
" йотуникто ,екур в аламижс ано укночпаш";"ан";"шапчонку она сжимала в руке, откинутой ";"на";" ";"бегу. ";"Валериан Скворцов. Каникулы вне закона (2001)";"Валериан Скворцов";"1935";"Каникулы вне закона";"2001";"художественная";"роман";"";"Валериан Скворцов. Каникулы вне закона";"2001";"книга";"омонимия не снята";"9298";"88788";"н-возраст";"н-уровень";"большая";"Вязаную шапчонку она сжимала в руке, откинутой на бегу. ";"52889:4254:7"
" ад ,яставырказ-тагеб екназам оП";"ан";"По мазанке бегат-закрыватся, да ";"на";" ";"бегу подскакыват-винится:  ";"В. Г. Галактионова. Большой крест (2001)";"В. Г. Галактионова";"1948";"Большой крест";"2001";"художественная";"сказка";"";"В. Г. Галактионова. Спящие от печали";"2011";"книга";"омонимия не снята";"2148";"15959";"н-возраст";"н-уровень";"большая";"По мазанке бегат-закрыватся, да на бегу подскакыват-винится:  ";"22709:888:5"
" Я";"ан";"Я ";"на";" ";"бегу поворачиваюсь и показываю язык. ";"Грэй Ф. Грин. Кетополис ― Киты и броненосцы (2001)";"Грэй Ф. Грин";"";"Кетополис ― Киты и броненосцы";"2001";"художественная";"повесть";"";"Грэй Ф. Грин. Кетополис ― Киты и броненосцы";"2012";"книга";"омонимия не снята";"5466";"43474";"н-возраст";"н-уровень";"большая";"Я на бегу поворачиваюсь и показываю язык. ";"22870:316:1"
